"","V5","V6","V7","Num"
"",-41.2048, -93.5407, 55.8977, 39
"",-35.5631, 33.6445, -105.715, 39
"",-81.0655, -82.2752, 15.2128, 39
"",80.8908, 67.7619, -49.3685, 39
"",-71.2253, -1.55837, -92.178, 39
"",-37.5841, 108.05, -22.0189, 39
"",100.955, -15.9121, -55.9204, 39
"",15.0937, -114.662, -14.0376, 39
"",68.9737, 93.0171, -12.7553, 39
"",29.1305, 104.221, -43.1461, 39
"",0.298984, 0.0290887, -116.5, 39
"",-40.2277, -105.26, 29.568, 39
"",-62.693, 39.3925, -89.9448, 39
"",19.6957, 111.953, 25.5132, 39
"",38.8491, -62.3074, -90.4477, 39
"",110.626, 1.09063, -36.5109, 39
"",-78.8965, -85.2901, -8.55445, 39
"",55.9648, -98.2676, -27.9942, 39
"",-70.2733, 88.4582, -28.4438, 39
"",-105.768, 16.3344, -46.0283, 39
"",-45.5081, 98.3718, -42.7113, 39
"",-93.603, -67.8399, -14.4388, 39
"",-22.4118, -51.6148, -102.009, 39
"",71.2027, -25.922, -88.49, 39
"",-82.8634, 81.8862, 0.745116, 39
"",72.6104, -89.1784, -18.633, 39
"",-50.6314, 96.517, 41.1482, 39
"",99.482, -53.5839, -28.3608, 39
"",19.5756, -112.488, 23.1385, 39
"",-23.0643, 95.2952, -62.9214, 39
"",-99.0052, 58.0541, -19.9987, 39
"",-23.957, -103.223, 48.4082, 39
"",48.3161, -92.3253, -52.0946, 39
"",-50.4494, -72.3944, -76.0668, 39
"",77.8644, -0.0201064, -86.6567, 39
"",97.9408, 30.9423, -54.9766, 39
"",54.3587, -86.7874, 55.5457, 39
"",93.9066, -37.5692, 57.8131, 39
"",47.5659, 104.218, -21.1751, 39
