"","V5","V6","V7","Num"
"",21.9905, 12.5939, -113.71, 30
"",43.2443, -107.547, -11.6565, 30
"",109.504, 39.2639, 6.29042, 30
"",103.35, 37.7945, -38.2428, 30
"",100.177, -49.2165, -33.3849, 30
"",-0.786515, -8.94564, -116.153, 30
"",-24.8535, 111.237, -24.1031, 30
"",-114.384, -7.43202, 20.8174, 30
"",1.49712, 38.6238, -109.901, 30
"",-76.019, -6.90422, -88.0096, 30
"",-95.3542, -55.8663, -36.8616, 30
"",-59.0518, -73.6521, -68.2679, 30
"",-33.2886, -104.383, -39.6022, 30
"",3.70511, 106.463, 47.1616, 30
"",-58.6643, -100.633, -1.94682, 30
"",28.683, -111.833, 15.5879, 30
"",-32.4036, 77.7455, -80.4854, 30
"",115.861, 9.68486, -7.39766, 30
"",-66.1643, 83.016, 47.9883, 30
"",67.1616, 88.556, -34.9202, 30
"",81.3851, -83.3567, -0.602963, 30
"",102.66, 29.9651, 46.2095, 30
"",-105.669, -38.6338, -30.2297, 30
"",91.9854, -13.5765, -70.1899, 30
"",4.63846, 92.804, -70.272, 30
"",-75.5135, 85.6605, -23.0703, 30
"",68.8905, -77.3508, 53.3218, 30
"",45.7178, 94.2721, 50.9403, 30
"",-61.273, -83.6729, 53.0727, 30
"",113.186, -26.3167, 8.28008, 30
