"","V5","V6","V7","Num"
"",-109.923, -21.7139, -31.9029, 21
"",-11.1873, -74.061, -89.2304, 21
"",26.9579, 113.338, 0.123822, 21
"",6.74385, 35.655, -110.705, 21
"",70.5104, 86.9836, 32.162, 21
"",-70.4412, 91.0952, -17.6624, 21
"",47.8506, -91.125, -54.5785, 21
"",-7.69971, 97.358, -63.5169, 21
"",-12.649, -0.888076, -115.808, 21
"",-11.0693, -106.352, -46.2483, 21
"",-20.8477, 38.4223, -107.988, 21
"",80.3889, -39.1275, -74.6922, 21
"",-45.7278, 100.994, 35.7964, 21
"",-44.486, -78.1561, -74.0599, 21
"",-84.4059, -76.5392, -24.2825, 21
"",10.9032, -113.64, 23.225, 21
"",-70.6429, 85.6698, 35.2493, 21
"",114.001, -23.3313, 5.63178, 21
"",90.7105, -64.0585, 35.2187, 21
"",-69.543, -92.2251, -15.1841, 21
"",-106.546, -1.14319, -47.1051, 21
