"","V5","V6","V7","Num"
"",-34.3047, 9.15194, -110.958, 51
"",-12.7405, -23.2391, -113.445, 51
"",115.23, -15.0599, 8.21889, 51
"",-68.2581, -75.8312, -56.238, 51
"",-57.7536, 57.9195, -82.9584, 51
"",103.244, 24.6295, 48.0236, 51
"",-19.0001, 101.792, -53.382, 51
"",86.4617, -39.4382, -67.3889, 51
"",53.9131, -66.2365, -79.2361, 51
"",-50.9447, -24.8413, -101.783, 51
"",14.1171, -27.8247, -112.244, 51
"",-59.1907, -99.2365, -14.8601, 51
"",100.216, 59.0413, 6.56426, 51
"",61.1819, 97.83, -16.0718, 51
"",1.7141, -110.348, -37.3167, 51
"",28.2615, -108.838, 30.4615, 51
"",102.027, -48.442, -28.569, 51
"",61.1833, 71.4887, -68.6893, 51
"",99.5392, -6.18976, -60.2153, 51
"",52.8142, 97.4086, -35.9789, 51
"",-65.7443, -87.4466, 40.0378, 51
"",71.2655, -90.8041, -15.7514, 51
"",-13.2984, 37.4971, -109.496, 51
"",-65.6235, 87.6682, -39.7504, 51
"",75.161, 84.6143, 27.6313, 51
"",-79.3375, -16.6798, -83.6636, 51
"",41.557, -102.689, -36.0581, 51
"",112.027, -7.47884, -31.0843, 51
"",-22.7988, -114.185, -3.76871, 51
"",-65.2727, 5.01453, -96.3669, 51
"",-111.018, -34.6281, 6.94565, 51
"",-82.7388, -74.7857, -33.6696, 51
"",-54.1424, 103.15, 1.00025, 51
"",-95.1796, -48.899, -46.0651, 51
"",-16.1177, 77.2419, -85.7097, 51
"",-112.125, 20.5401, 24.047, 51
"",89.7333, -69.7933, 25.477, 51
"",-5.54893, 114.092, 22.902, 51
"",-112.042, 31.9185, -0.270052, 51
"",-84.7958, 79.2485, 10.0799, 51
"",-104.613, 16.6136, 48.5014, 51
"",109.237, 5.9199, 40.0562, 51
"",37.4055, 109.482, 13.6652, 51
"",-101.877, -16.9282, -53.915, 51
"",40.528, 96.6408, 50.8949, 51
"",13.0794, 60.4193, -98.7456, 51
"",20.4962, -104.037, -48.2546, 51
"",-1.34289, 92.2061, -71.1933, 51
"",67.6978, 81.5243, 48.405, 51
"",-30.7049, 111.233, -16.0192, 51
"",88.4528, 75.7922, -1.97428, 51
