"","V5","V6","V7","Num"
"5746",76.9595,-8.1759,-87.0783,5
"5747",-33.8593,26.8946,-108.178,5
"5748",-89.7608,-62.1966,-40.5812,5
"5749",-75.1072,-86.6754,-20.4581,5
"5750",-112.542,2.9158,29.9687,5
