"","V5","V6","V7","Num"
"2431261",10.384,110.186,-36.3782,4
"2431262",50.1675,103.863,16.3675,4
"2431263",-101.488,17.2279,54.5486,4
"2431264",55.5091,86.1389,55.4173,4
