"","V5","V6","V7","Num"
"543525",-101.087,54.4501,19.7199,5
"543526",5.379,-94.2527,-68.2623,5
"543527",11.6726,113.029,25.6998,5
"543528",110.673,-34.8296,10.5184,5
"543529",-98.2889,42.3539,46.0185,5
