"","V5","V6","V7","Num"
"",-105.951, -47.6252, -8.85833, 15
"",57.7835, 85.8225, -53.5519, 15
"",-93.986, -68.4696, 7.12782, 15
"",-103.849, 40.2538, -34.1663, 15
"",97.5466, -22.7774, -59.4819, 15
"",-79.1275, -82.6193, -22.0257, 15
"",-64.0213, -12.3133, -96.55, 15
"",72.4052, -18.7975, -89.3107, 15
"",-113.506, -1.01895, -26.2206, 15
"",69.0752, 80.6101, 47.9883, 15
"",-19.237, -99.4481, 57.5523, 15
"",84.051, 78.023, 20.4962, 15
"",115.075, 4.87724, 17.4984, 15
"",-42.6811, -101.874, -37.0427, 15
"",-105.982, 24.0534, 41.9712, 15
