"","V5","V6","V7","Num"
"",90.7577, 11.3968, -72.1485, 17
"",13.0236, 3.1669, -115.726, 17
"",75.4796, -87.382, -15.4746, 17
"",60.2472, 97.8905, -18.9729, 17
"",91.9898, -64.1159, 31.6112, 17
"",-65.5153, -25.2727, -92.9585, 17
"",0.785806, -116.392, -4.95548, 17
"",-39.0788, -109.577, 6.1538, 17
"",105.183, 34.6599, 36.1597, 17
"",34.0603, 4.55524, -111.317, 17
"",59.7332, -87.383, 48.6662, 17
"",113.805, -16.8745, 18.3309, 17
"",115.627, -12.924, -5.97125, 17
"",-67.1594, -89.0087, -33.7536, 17
"",-9.1724, -113.881, 22.7886, 17
"",-32.5474, 98.6943, 52.6531, 17
"",92.8256, 62.3127, -32.7534, 17
