,b1,b2,b3,b4,b5,b6,b7,g1,g2,g3,g4,g5,g6,g7
0,1.0485958999999998,1.3674101713385844e-05,0.016614854272514926,1.2376724,0.05416068,-1.22994839,-2.97004638,0.11030836,0.2668011317175643,3.291822900145674e-06,1.21699341,1.06177126,1.4837996,0.52598189
