,b1,b2,b3,b4,b5,b6,b7,g1,g2,g3,g4,g5,g6,g7
0,6.97240957,1.807644237209363e-05,0.022915748968122863,1.3236739,1.4499757,-0.11808664,-0.68993775,0.1841523,0.08570412299070437,3.836131095141825e-06,1.63326898,1.07466609,0.84483462,0.33415942
