"","V5","V6","V7","Num"
"",10.6024, -113.453, 24.2549, 21
"",-30.6088, -59.6795, -95.256, 21
"",-20.1205, -14.1077, -113.879, 21
"",60.8816, -34.71, -93.0639, 21
"",76.0039, 77.5648, 42.1824, 21
"",-5.9711, 108.106, 43.0092, 21
"",-43.406, 107.727, -9.10985, 21
"",83.648, -81.0875, 0.299852, 21
"",13.8306, -110.195, -35.1858, 21
"",-112.372, 22.2655, 21.1893, 21
"",31.3446, -47.7088, -101.556, 21
"",63.9799, 96.7957, 10.4603, 21
"",-52.5963, 29.5285, -99.6692, 21
"",-10.597, -115.311, 12.7843, 21
"",-58.4949, -15.2807, -99.5846, 21
"",106.544, 31.8182, -34.7582, 21
"",-88.0701, -5.98272, -76.027, 21
"",-59.5819, -90.8167, 42.1257, 21
"",-18.7228, 113.796, -16.4996, 21
"",-113.672, -16.3413, -19.5906, 21
"",32.4182, -23.8172, -109.335, 21
