"","V5","V6","V7","Num"
"",8.66933, -115.498, -12.5457, 32
"",-82.9156, 13.447, -80.7244, 32
"",-10.2529, -34.299, -110.863, 32
"",-17.7265, 28.1691, -111.645, 32
"",-73.4802, -89.2546, 14.3712, 32
"",31.3991, 34.9517, -106.605, 32
"",7.18236, -0.297532, -116.278, 32
"",60.4824, 95.0291, 29.7253, 32
"",-67.2312, 91.006, 27.7513, 32
"",-35.7684, 110.392, -10.3144, 32
"",90.1023, 69.9762, -23.604, 32
"",34.8138, 91.4946, -63.1585, 32
"",42.0855, 62.1689, -89.0847, 32
"",103.803, 26.6105, -45.7073, 32
"",60.1656, -99.7602, -0.506423, 32
"",26.4201, -35.0556, -107.914, 32
"",27.627, 111.544, -19.1542, 32
"",95.3431, 12.787, -65.7148, 32
"",-54.5968, 57.9065, -85.0781, 32
"",-100.737, -55.7685, -17.7259, 32
"",-105.185, 39.0296, -31.3856, 32
"",-6.93002, 116.115, 6.45311, 32
"",-4.33338, -111.201, 34.464, 32
"",-73.0015, -73.3491, -53.5064, 32
"",-70.9909, 91.9771, -8.53043, 32
"",-42.4333, 94.4278, 53.4328, 32
"",106.24, -47.7624, 2.02463, 32
"",-69.2614, -86.073, -36.9669, 32
"",111.473, 33.8537, -0.220152, 32
"",-103.17, -5.92624, 53.787, 32
"",63.9402, -82.8446, -51.1925, 32
"",101.152, -5.49662, 57.5359, 32
