"","V5","V6","V7","Num"
"",91.6337, 58.3643, 42.0609, 24
"",76.1022, -86.8818, 15.2399, 24
"",-112.754, -14.1696, 25.6505, 24
"",40.7445, -95.2053, -53.3675, 24
"",55.4029, 101.499, 14.1689, 24
"",-112.308, 18.3017, -24.986, 24
"",-7.78054, -35.7119, -110.618, 24
"",31.3094, -32.1023, -107.524, 24
"",110.447, 35.0027, 12.1882, 24
"",69.3399, -5.80791, -93.4371, 24
"",-55.5562, -30.608, -97.7185, 24
"",115.929, -10.5292, 4.67171, 24
"",-58.373, 71.2587, -71.3234, 24
"",-114.129, -8.65714, -21.7221, 24
"",71.444, 15.4127, -90.7219, 24
"",-74.9201, -80.0538, 39.3779, 24
"",-25.6711, -47.9029, -103.046, 24
"",-14.1134, -67.5519, -93.8605, 24
"",-52.9029, -101.528, 21.5765, 24
"",-96.6451, -37.0582, 53.4665, 24
"",36.1533, 100.317, -46.9216, 24
"",-108.957, -41.2185, 1.24617, 24
"",55.4171, 102.238, -6.96821, 24
"",69.4221, 60.7375, -71.1602, 24
