"","V5","V6","V7","Num"
"",-6.04555, 112.297, -30.4162, 30
"",64.5282, 62.0345, -74.566, 30
"",-101.977, 1.03753, -56.3201, 30
"",47.1126, 106.378, 6.03621, 30
"",62.4295, -96.9111, -16.8237, 30
"",-21.4408, -109.956, 31.9734, 30
"",-112.814, -27.1421, 10.4205, 30
"",49.8792, -41.3218, -96.834, 30
"",-10.5631, 7.44967, -115.781, 30
"",-38.9697, 104.253, 34.4231, 30
"",-108.925, 31.9167, 26.2458, 30
"",76.5768, -68.709, -54.6563, 30
"",110.953, -0.280495, 35.5186, 30
"",-104.523, -15.3283, 49.1144, 30
"",94.6347, 62.6126, 26.3853, 30
"",24.0829, 109.109, -32.9756, 30
"",-0.309358, 116.345, -5.994, 30
"",37.0125, -110.162, 8.17048, 30
"",20.4766, -18.4266, -113.196, 30
"",-87.9759, -75.4586, -11.7684, 30
"",-99.6189, -56.1997, 22.1341, 30
"",-110.766, 23.2541, -27.6121, 30
"",21.1113, 64.7983, -94.4867, 30
"",113.184, 16.1847, 22.352, 30
"",17.2528, -114.175, 15.4505, 30
"",32.426, 12.4204, -111.205, 30
"",-104.038, 5.69652, 52.1133, 30
"",-16.5711, 104.267, 49.2552, 30
"",-36.1883, 90.2638, -64.1491, 30
"",-86.5899, 74.6859, -22.281, 30
