"","V5","V6","V7","Num"
"",-78.935, 23.8514, -82.296, 24
"",-41.0032, 85.0151, -68.2892, 24
"",2.58936, -1.58521, -116.46, 24
"",76.6807, 69.3923, -53.638, 24
"",11.4594, -31.5237, -111.567, 24
"",9.32339, -115.832, 8.26789, 24
"",7.79863, 23.9488, -113.745, 24
"",-67.0944, -5.67295, -95.0705, 24
"",-8.29726, 89.1746, -74.507, 24
"",79.8938, -75.8377, 37.9193, 24
"",64.1464, 16.7668, -95.7933, 24
"",38.3597, 63.0439, -90.1457, 24
"",89.8748, 58.5429, 45.4698, 24
"",10.6924, 115.986, 2.25475, 24
"",96.9721, -52.4792, 37.6112, 24
"",116.48, 0.830907, -1.99851, 24
"",-15.4034, 54.6013, -101.753, 24
"",38.9174, -50.3785, -97.5689, 24
"",-48.2623, 96.6449, 43.6206, 24
"",39.5512, -106.379, 26.2948, 24
"",-106.221, -28.5076, 38.4264, 24
"",106.206, 36.1657, 31.3779, 24
"",-66.312, 91.4083, 28.6268, 24
"",-27.0366, 110.858, 23.4883, 24
