"","V5","V6","V7","Num"
"",-17.2233, 79.3384, -83.5526, 14
"",6.14445, -21.6599, -114.304, 14
"",-27.198, 62.2778, -94.6255, 14
"",70.188, 75.4334, -54.3664, 14
"",18.4806, 114.867, -6.02531, 14
"",-9.67002, 26.4266, -113.05, 14
"",22.4866, 59.0682, -97.8649, 14
"",-70.6445, -43.5994, -81.7356, 14
"",-59.4129, 91.8898, 39.9827, 14
"",-99.2178, -57.3411, -20.9782, 14
"",-110.474, 8.84407, 35.9089, 14
"",-44.7368, -105.404, -21.4676, 14
"",84.9682, 17.0155, -77.8661, 14
"",-78.2424, 82.4888, -25.4159, 14
