"","V5","V6","V7","Num"
"",19.6469, -42.983, -106.483, 29
"",-16.4087, -25.4255, -112.501, 29
"",10.1946, 107.159, 44.5554, 29
"",-48.7002, 33.451, -100.407, 29
"",59.2817, 85.605, -52.2467, 29
"",-81.2233, -15.1076, -82.1388, 29
"",-32.0419, -4.39699, -111.921, 29
"",-51.202, 103.754, 13.6288, 29
"",46.3791, 104.022, -24.5091, 29
"",-62.3575, 91.7204, -35.6533, 29
"",54.3263, 48.964, -90.6831, 29
"",23.2824, 99.127, -56.6041, 29
"",87.2065, 76.3483, -11.7569, 29
"",-0.0533889, 0.0700142, -116.5, 29
"",104.739, 23.433, -45.3082, 29
"",-54.9279, -29.5044, -98.4107, 29
"",59.7017, -95.8555, 28.63, 29
"",52.7167, 18.5697, -102.217, 29
"",96.4805, -7.73191, -64.8381, 29
"",-37.1482, -108.467, 20.669, 29
"",-116.44, -1.44534, -3.45311, 29
"",-23.5256, -88.9658, -71.4415, 29
"",65.6417, -76.742, -58.0868, 29
"",-60.3207, 98.7982, -13.1373, 29
"",-30.4912, -103.568, -43.7735, 29
"",-23.6576, -114.071, 0.626102, 29
"",44.9917, 69.6524, -81.8324, 29
"",42.7651, 94.5309, 52.9839, 29
"",2.42118, 88.4013, -75.8393, 29
