"","V5","V6","V7","Num"
"",3.81408, -116.206, 7.33649, 37
"",22.2318, -112.09, -22.6676, 37
"",10.8834, 69.3863, -92.9481, 37
"",60.1749, 9.43855, -99.3083, 37
"",91.7868, 26.874, -66.5224, 37
"",-46.6107, 102.516, -29.8363, 37
"",-32.8577, -25.1054, -108.914, 37
"",-27.3759, -111.401, 20.3108, 37
"",116.075, -3.04579, -9.45976, 37
"",17.5097, -61.2675, -97.5292, 37
"",28.0804, 12.8425, -112.333, 37
"",50.3173, -14.0279, -104.133, 37
"",1.28014, -22.2009, -114.358, 37
"",14.2446, 109.509, -37.1093, 37
"",111.52, -28.4943, -17.992, 37
"",-6.39021, -41.6296, -108.62, 37
"",78.1094, -18.966, -84.3295, 37
"",110.444, -12.3696, -34.9489, 37
"",-68.0881, -62.8099, -70.6482, 37
"",63.5522, 97.3077, 8.03645, 37
"",-72.5897, 70.9567, -57.1676, 37
"",-91.8418, 65.2705, 29.6159, 37
"",98.3008, -37.0101, -50.3929, 37
"",-10.5359, 56.276, -101.461, 37
"",-51.4484, 70.0448, -77.5825, 37
"",-62.911, -95.2754, 23.1743, 37
"",-81.2337, -44.6866, -70.544, 37
"",-28.1854, 111.746, -17.0461, 37
"",-114.343, 13.5817, 17.7046, 37
"",-81.8539, -63.0253, -53.8516, 37
"",-58.6392, -91.7096, -41.5095, 37
"",-32.1616, 106.963, 33.117, 37
"",-103.608, 35.3881, 39.815, 37
"",-29.8953, -66.4289, -90.916, 37
"",114.462, 17.4907, 12.8403, 37
"",20.8753, 102.692, 50.8999, 37
"",-29.8328, -106.805, -35.7071, 37
