"","V5","V6","V7","Num"
"",105.365, -31.791, -38.207, 49
"",-35.6871, 47.9487, -99.998, 49
"",-18.7649, 63.7535, -95.685, 49
"",58.9535, 88.4194, -47.7362, 49
"",101.355, 55.2934, 15.5559, 49
"",86.0956, 74.9826, -23.182, 49
"",-8.32625, 20.6709, -114.349, 49
"",-13.9268, -79.2213, -84.275, 49
"",39.4319, 39.2563, -102.354, 49
"",3.84445, 77.0859, -87.2653, 49
"",41.8908, 104.191, 31.0093, 49
"",67.8476, 58.8108, -74.231, 49
"",-28.3873, -35.5087, -107.264, 49
"",-7.44678, -0.424313, -116.261, 49
"",-95.0812, 14.1641, -65.8117, 49
"",-20.7574, -54.733, -100.726, 49
"",69.1949, -92.7865, -13.2282, 49
"",64.6214, 96.81, -4.91481, 49
"",16.4749, -21.0509, -113.392, 49
"",-69.224, 87.1321, -34.4714, 49
"",-91.6228, 69.4278, -18.9019, 49
"",-111.193, 32.4662, 12.421, 49
"",23.8763, 105.873, -42.3441, 49
"",102.818, -51.4886, -18.6969, 49
"",104.757, -35.3312, 36.7407, 49
"",-107.049, 37.1851, -27.0178, 49
"",-105.807, -48.0986, 7.97625, 49
"",-101.294, -22.2953, -53.0546, 49
"",-67.3753, -95.0411, -0.139598, 49
"",44.793, -37.7014, -100.72, 49
"",33.9985, -105.113, 36.9802, 49
"",82.4623, -81.7659, 9.30419, 49
"",75.5657, -57.372, -67.6057, 49
"",-71.5512, -70.7042, -58.7673, 49
"",80.9694, 18.6243, -81.6661, 49
"",71.8074, -87.649, 27.085, 49
"",-16.0564, 107.352, 42.3091, 49
"",47.3999, 103.27, -25.7061, 49
"",-49.2237, 103.963, -18.4648, 49
"",-73.4512, 3.0727, -90.3755, 49
"",11.3519, -112.039, -29.8432, 49
"",-86.8075, 59.4604, 50.0117, 49
"",-102.313, -45.0326, -32.8077, 49
"",84.5121, -61.6049, 51.3302, 49
"",-74.5781, 85.8612, 25.2629, 49
"",-92.6414, -70.2443, -7.4543, 49
"",5.00063, 109.31, 39.9813, 49
"",62.6054, 80.5609, 56.2384, 49
"",36.2163, -95.0107, 56.8647, 49
