,nOfCon,nOfM,Dc,sAEC,infScore,confidence_int_95
1160,2,16,60,15000,0.0002,0.00039196079803980395
1161,2,16,60,50000,0.0,0.0
1162,2,16,60,150000,0.0002,0.00039196079803980395
1163,2,16,60,500000,0.0006,0.0006787601968294841
1164,2,16,200,1500,0.2614,0.012179473434134992
1165,2,16,200,5000,0.0236,0.004207663067879842
1166,2,16,200,15000,0.001,0.0008761002682341788
1167,2,16,200,50000,0.0,0.0
1168,2,16,200,150000,0.0,0.0
1169,2,16,200,500000,0.0004,0.0005542608310173108
1170,2,16,600,1500,0.4734,0.013839666451934454
1171,2,16,600,5000,0.2122,0.011333178973756658
1172,2,16,600,15000,0.0312,0.0048190943733444356
1173,2,16,600,50000,0.0024,0.0013562973408511865
1174,2,16,600,150000,0.0,0.0
1175,2,16,600,500000,0.0002,0.00039196079803980395
1176,2,16,2000,1500,0.5834,0.013665134618466078
1177,2,16,2000,5000,0.4696,0.01383365278546487
1178,2,16,2000,15000,0.2344,0.011742236824591811
1179,2,16,2000,50000,0.031,0.004804119532234809
1180,2,16,2000,150000,0.0032,0.0015654891897422991
1181,2,16,2000,500000,0.0004,0.0005542608310173108
1182,2,16,6000,1500,0.6038,0.01355735159458513
1183,2,16,6000,5000,0.556,0.013772093104535709
1184,2,16,6000,15000,0.4638,0.013822921642662958
1185,2,16,6000,50000,0.1992,0.011070768477174472
1186,2,16,6000,150000,0.0278,0.004556918648736226
1187,2,16,6000,500000,0.0028,0.00146467483463054
1188,2,18,20,1500,0.0008,0.0007836863372548995
1189,2,18,20,5000,0.0004,0.0005542608310173108
1190,2,18,20,15000,0.0,0.0
1191,2,18,20,50000,0.0006,0.0006787601968294841
1192,2,18,20,150000,0.0002,0.00039196079803980395
1193,2,18,20,500000,0.0006,0.0006787601968294841
1194,2,18,60,1500,0.0132,0.0031635347197715405
1195,2,18,60,5000,0.0006,0.0006787601968294841
1196,2,18,60,15000,0.0,0.0
1197,2,18,60,50000,0.0,0.0
1198,2,18,60,150000,0.0,0.0
1199,2,18,60,500000,0.0002,0.00039196079803980395
1200,2,18,200,1500,0.2072,0.011234345227524388
1201,2,18,200,5000,0.0172,0.0036038596270110187
1202,2,18,200,15000,0.001,0.0008761002682341788
1203,2,18,200,50000,0.0008,0.0007836863372548995
1204,2,18,200,150000,0.001,0.0008761002682341788
1205,2,18,200,500000,0.0004,0.0005542608310173108
1206,2,18,600,1500,0.4022,0.013591583503448006
1207,2,18,600,5000,0.16,0.010161801415103523
1208,2,18,600,15000,0.0192,0.0038037495337101255
1209,2,18,600,50000,0.0006,0.0006787601968294841
1210,2,18,600,150000,0.0006,0.0006787601968294841
1211,2,18,600,500000,0.0,0.0
1212,2,18,2000,1500,0.506,0.013858295006240846
1213,2,18,2000,5000,0.3976,0.013565529141054543
1214,2,18,2000,15000,0.1704,0.010421740044196073
1215,2,18,2000,50000,0.0198,0.0038615442283107416
1216,2,18,2000,150000,0.002,0.001238372609516215
1217,2,18,2000,500000,0.0004,0.0005542608310173108
1218,2,18,6000,1500,0.5384,0.013818359745671697
1219,2,18,6000,5000,0.507,0.01385793463399218
1220,2,18,6000,15000,0.3926,0.013535790083951508
1221,2,18,6000,50000,0.1582,0.010115300043162337
1222,2,18,6000,150000,0.0162,0.0034993065168973125
1223,2,18,6000,500000,0.0006,0.0006787601968294841
1224,2,20,20,1500,0.0,0.0
1225,2,20,20,5000,0.0004,0.0005542608310173108
1226,2,20,20,15000,0.0004,0.0005542608310173108
1227,2,20,20,50000,0.0002,0.00039196079803980395
1228,2,20,20,150000,0.0,0.0
1229,2,20,20,500000,0.0,0.0
1230,2,20,60,1500,0.0152,0.003391305257153947
1231,2,20,60,5000,0.0002,0.00039196079803980395
1232,2,20,60,15000,0.0,0.0
1233,2,20,60,50000,0.0004,0.0005542608310173108
1234,2,20,60,150000,0.0006,0.0006787601968294841
1235,2,20,60,500000,0.0002,0.00039196079803980395
1236,2,20,200,1500,0.1688,0.010382694071347764
1237,2,20,200,5000,0.0086,0.002559438815990724
1238,2,20,200,15000,0.0008,0.0007836863372548995
1239,2,20,200,50000,0.0004,0.0005542608310173108
1240,2,20,200,150000,0.0006,0.0006787601968294841
1241,2,20,200,500000,0.0002,0.00039196079803980395
1242,2,20,600,1500,0.334,0.01307318530733807
1243,2,20,600,5000,0.132,0.009382485402066983
1244,2,20,600,15000,0.0126,0.0030917395616060547
1245,2,20,600,50000,0.001,0.0008761002682341788
1246,2,20,600,150000,0.0002,0.00039196079803980395
1247,2,20,600,500000,0.0002,0.00039196079803980395
1248,2,20,2000,1500,0.4548,0.013802546558776753
1249,2,20,2000,5000,0.3252,0.012984758436998357
1250,2,20,2000,15000,0.1394,0.009600705034777394
1251,2,20,2000,50000,0.0096,0.002702788121329528
1252,2,20,2000,150000,0.0012,0.0009596236862437275
1253,2,20,2000,500000,0.0004,0.0005542608310173108
1254,2,20,6000,1500,0.4772,0.013844876183310562
1255,2,20,6000,5000,0.4448,0.013774574339238217
1256,2,20,6000,15000,0.3342,0.01307513517311389
1257,2,20,6000,50000,0.1276,0.009248136577538202
1258,2,20,6000,150000,0.0112,0.0029169857625980966
1259,2,20,6000,500000,0.0006,0.0006787601968294841
1260,2,22,20,1500,0.0006,0.0006787601968294841
1261,2,22,20,5000,0.0,0.0
1262,2,22,20,15000,0.0002,0.00039196079803980395
1263,2,22,20,50000,0.0,0.0
1264,2,22,20,150000,0.0002,0.00039196079803980395
1265,2,22,20,500000,0.0002,0.00039196079803980395
1266,2,22,60,1500,0.0084,0.0025297579609124664
1267,2,22,60,5000,0.0004,0.0005542608310173108
1268,2,22,60,15000,0.0002,0.00039196079803980395
1269,2,22,60,50000,0.0,0.0
1270,2,22,60,150000,0.0004,0.0005542608310173108
1271,2,22,60,500000,0.0,0.0
1272,2,22,200,1500,0.1328,0.009406536419490437
1273,2,22,200,5000,0.0058,0.002104853846517615
1274,2,22,200,15000,0.0002,0.00039196079803980395
1275,2,22,200,50000,0.0,0.0
1276,2,22,200,150000,0.0,0.0
1277,2,22,200,500000,0.0002,0.00039196079803980395
1278,2,22,600,1500,0.2994,0.012694980370398372
1279,2,22,600,5000,0.0874,0.007828292017854213
1280,2,22,600,15000,0.0082,0.0024997124160991
1281,2,22,600,50000,0.0002,0.00039196079803980395
1282,2,22,600,150000,0.0004,0.0005542608310173108
1283,2,22,600,500000,0.0002,0.00039196079803980395
1284,2,22,2000,1500,0.4026,0.0135937902204205
1285,2,22,2000,5000,0.2928,0.012613271133659183
1286,2,22,2000,15000,0.1098,0.00866594711195493
1287,2,22,2000,50000,0.0054,0.002031384697392397
1288,2,22,2000,150000,0.0004,0.0005542608310173108
1289,2,22,2000,500000,0.0002,0.00039196079803980395
1290,2,22,6000,1500,0.4478,0.01378355726694673
1291,2,22,6000,5000,0.3956,0.013553811409518725
1292,2,22,6000,15000,0.3,0.012702251768879406
1293,2,22,6000,50000,0.087,0.007812069247004919
1294,2,22,6000,150000,0.0074,0.0023756040909208758
1295,2,22,6000,500000,0.0002,0.00039196079803980395
1296,2,24,20,1500,0.0,0.0
1297,2,24,20,5000,0.0,0.0
1298,2,24,20,15000,0.0002,0.00039196079803980395
1299,2,24,20,50000,0.0004,0.0005542608310173108
1300,2,24,20,150000,0.0002,0.00039196079803980395
1301,2,24,20,500000,0.0002,0.00039196079803980395
1302,2,24,60,1500,0.005,0.00195509385963948
1303,2,24,60,5000,0.0,0.0
1304,2,24,60,15000,0.0006,0.0006787601968294841
1305,2,24,60,50000,0.0002,0.00039196079803980395
1306,2,24,60,150000,0.0002,0.00039196079803980395
1307,2,24,60,500000,0.0002,0.00039196079803980395
1308,2,24,200,1500,0.1068,0.00856112922944164
1309,2,24,200,5000,0.0032,0.0015654891897422991
1310,2,24,200,15000,0.0,0.0
1311,2,24,200,50000,0.0,0.0
1312,2,24,200,150000,0.0002,0.00039196079803980395
1313,2,24,200,500000,0.0,0.0
1314,2,24,600,1500,0.2492,0.0119896697316982
1315,2,24,600,5000,0.074,0.0072559189411128345
1316,2,24,600,15000,0.0032,0.0015654891897422991
1317,2,24,600,50000,0.0006,0.0006787601968294841
1318,2,24,600,150000,0.0,0.0
1319,2,24,600,500000,0.0,0.0
1320,2,24,2000,1500,0.344,0.013167466137416114
1321,2,24,2000,5000,0.2548,0.012078338706428132
1322,2,24,2000,15000,0.0902,0.007940490019337597
1323,2,24,2000,50000,0.0058,0.002104853846517615
1324,2,24,2000,150000,0.0,0.0
1325,2,24,2000,500000,0.0,0.0
1326,2,24,6000,1500,0.3928,0.013537008144017643
1327,2,24,6000,5000,0.3482,0.013205128467500798
1328,2,24,6000,15000,0.2478,0.011967085247929003
1329,2,24,6000,50000,0.0628,0.006724608899497427
1330,2,24,6000,150000,0.0022,0.001298686001772561
1331,2,24,6000,500000,0.0004,0.0005542608310173108
1332,2,26,20,1500,0.0004,0.0005542608310173108
1333,2,26,20,5000,0.0,0.0
1334,2,26,20,15000,0.0002,0.00039196079803980395
1335,2,26,20,50000,0.0,0.0
1336,2,26,20,150000,0.0002,0.00039196079803980395
1337,2,26,20,500000,0.0002,0.00039196079803980395
1338,2,26,60,1500,0.0044,0.0018345935039675684
1339,2,26,60,5000,0.0,0.0
1340,2,26,60,15000,0.0,0.0
1341,2,26,60,50000,0.0,0.0
1342,2,26,60,150000,0.0004,0.0005542608310173108
1343,2,26,60,500000,0.0,0.0
1344,2,26,200,1500,0.0728,0.007201508378888412
1345,2,26,200,5000,0.0028,0.00146467483463054
1346,2,26,200,15000,0.0002,0.00039196079803980395
1347,2,26,200,50000,0.0,0.0
1348,2,26,200,150000,0.0,0.0
1349,2,26,200,500000,0.0,0.0
1350,2,26,600,1500,0.2092,0.011274187145652674
1351,2,26,600,5000,0.0588,0.0065207971674635
1352,2,26,600,15000,0.0024,0.0013562973408511865
1353,2,26,600,50000,0.0,0.0
1354,2,26,600,150000,0.0,0.0
1355,2,26,600,500000,0.0,0.0
1356,2,26,2000,1500,0.3024,0.012731078574763412
1357,2,26,2000,5000,0.2116,0.011321454061241427
1358,2,26,2000,15000,0.0662,0.006891710070744415
1359,2,26,2000,50000,0.003,0.0015159304469532895
1360,2,26,2000,150000,0.0,0.0
1361,2,26,2000,500000,0.0002,0.00039196079803980395
1362,2,26,6000,1500,0.339,0.013121142377095068
1363,2,26,6000,5000,0.2942,0.012630868984959031
1364,2,26,6000,15000,0.2014,0.011116433011213624
1365,2,26,6000,50000,0.0488,0.005971960148828858
1366,2,26,6000,150000,0.0034,0.0016135074281824673
1367,2,26,6000,500000,0.0002,0.00039196079803980395
1368,2,28,20,1500,0.0004,0.0005542608310173108
1369,2,28,20,5000,0.0,0.0
1370,2,28,20,15000,0.0,0.0
1371,2,28,20,50000,0.0,0.0
1372,2,28,20,150000,0.0,0.0
1373,2,28,20,500000,0.0,0.0
1374,2,28,60,1500,0.0022,0.001298686001772561
1375,2,28,60,5000,0.0,0.0
1376,2,28,60,15000,0.0002,0.00039196079803980395
1377,2,28,60,50000,0.0,0.0
1378,2,28,60,150000,0.0,0.0
1379,2,28,60,500000,0.0,0.0
1380,2,28,200,1500,0.06,0.006582799404508692
1381,2,28,200,5000,0.0022,0.001298686001772561
1382,2,28,200,15000,0.0,0.0
1383,2,28,200,50000,0.0002,0.00039196079803980395
1384,2,28,200,150000,0.0,0.0
1385,2,28,200,500000,0.0,0.0
1386,2,28,600,1500,0.172,0.010460452242613605
1387,2,28,600,5000,0.0392,0.005379359883406203
1388,2,28,600,15000,0.002,0.001238372609516215
1389,2,28,600,50000,0.0002,0.00039196079803980395
1390,2,28,600,150000,0.0,0.0
1391,2,28,600,500000,0.0,0.0
1392,2,28,2000,1500,0.2656,0.012241973600886418
1393,2,28,2000,5000,0.1756,0.010546353313103064
1394,2,28,2000,15000,0.0448,0.005733993985626424
1395,2,28,2000,50000,0.0022,0.001298686001772561
1396,2,28,2000,150000,0.0008,0.0007836863372548995
1397,2,28,2000,500000,0.0,0.0
1398,2,28,6000,1500,0.296,0.01265328395634904
1399,2,28,6000,5000,0.263,0.012203451721541738
1400,2,28,6000,15000,0.1774,0.010588689894259817
1401,2,28,6000,50000,0.0376,0.0052728182138966255
1402,2,28,6000,150000,0.0014,0.0010364082655015833
1403,2,28,6000,500000,0.0,0.0
1404,2,30,20,1500,0.0,0.0
1405,2,30,20,5000,0.0,0.0
1406,2,30,20,15000,0.0002,0.00039196079803980395
1407,2,30,20,50000,0.0,0.0
1408,2,30,20,150000,0.0,0.0
1409,2,30,20,500000,0.0004,0.0005542608310173108
1410,2,30,60,1500,0.0018,0.001174941123290865
1411,2,30,60,5000,0.0006,0.0006787601968294841
1412,2,30,60,15000,0.0,0.0
1413,2,30,60,50000,0.0,0.0
1414,2,30,60,150000,0.0,0.0
1415,2,30,60,500000,0.0,0.0
1416,2,30,200,1500,0.0454,0.005770450376599733
1417,2,30,200,5000,0.0008,0.0007836863372548995
1418,2,30,200,15000,0.0,0.0
1419,2,30,200,50000,0.0002,0.00039196079803980395
1420,2,30,200,150000,0.0,0.0
1421,2,30,200,500000,0.0002,0.00039196079803980395
1422,2,30,600,1500,0.1596,0.010151507377173106
1423,2,30,600,5000,0.0288,0.004635767537226171
1424,2,30,600,15000,0.0014,0.0010364082655015833
1425,2,30,600,50000,0.0,0.0
1426,2,30,600,150000,0.0,0.0
1427,2,30,600,500000,0.0002,0.00039196079803980395
1428,2,30,2000,1500,0.2356,0.011763025850723953
1429,2,30,2000,5000,0.1494,0.009881185607243699
1430,2,30,2000,15000,0.0376,0.0052728182138966255
1431,2,30,2000,50000,0.001,0.0008761002682341788
1432,2,30,2000,150000,0.0,0.0
1433,2,30,2000,500000,0.0002,0.00039196079803980395
1434,2,30,6000,1500,0.265,0.012233132387087129
1435,2,30,6000,5000,0.222,0.011519598826348077
1436,2,30,6000,15000,0.148,0.009842869435281561
1437,2,30,6000,50000,0.0322,0.004893187007585138
1438,2,30,6000,150000,0.0016,0.0011078560830721652
1439,2,30,6000,500000,0.0002,0.00039196079803980395
1440,2,32,20,1500,0.0002,0.00039196079803980395
1441,2,32,20,5000,0.0,0.0
1442,2,32,20,15000,0.0002,0.00039196079803980395
1443,2,32,20,50000,0.0,0.0
1444,2,32,20,150000,0.0,0.0
1445,2,32,20,500000,0.0002,0.00039196079803980395
1446,2,32,60,1500,0.001,0.0008761002682341788
1447,2,32,60,5000,0.0002,0.00039196079803980395
1448,2,32,60,15000,0.0002,0.00039196079803980395
1449,2,32,60,50000,0.0002,0.00039196079803980395
1450,2,32,60,150000,0.0,0.0
1451,2,32,60,500000,0.0,0.0
1452,2,32,200,1500,0.0348,0.0050800659195723045
1453,2,32,200,5000,0.0012,0.0009596236862437275
1454,2,32,200,15000,0.0,0.0
1455,2,32,200,50000,0.0,0.0
1456,2,32,200,150000,0.0002,0.00039196079803980395
1457,2,32,200,500000,0.0,0.0
1458,2,32,600,1500,0.1298,0.009315752782636516
1459,2,32,600,5000,0.0266,0.004460233121799801
1460,2,32,600,15000,0.0018,0.001174941123290865
1461,2,32,600,50000,0.0,0.0
1462,2,32,600,150000,0.0002,0.00039196079803980395
1463,2,32,600,500000,0.0002,0.00039196079803980395
1464,2,32,2000,1500,0.1988,0.011062409467164013
1465,2,32,2000,5000,0.119,0.00897495963667804
1466,2,32,2000,15000,0.0292,0.004666888003284415
1467,2,32,2000,50000,0.0008,0.0007836863372548995
1468,2,32,2000,150000,0.0,0.0
1469,2,32,2000,500000,0.0,0.0
1470,2,32,6000,1500,0.2342,0.011738759244281314
1471,2,32,6000,5000,0.1958,0.010999158169387327
1472,2,32,6000,15000,0.1202,0.009013952845849594
1473,2,32,6000,50000,0.0244,0.004276631969763122
1474,2,32,6000,150000,0.0004,0.0005542608310173108
1475,2,32,6000,500000,0.0,0.0
1476,2,34,20,1500,0.0,0.0
1477,2,34,20,5000,0.0,0.0
1478,2,34,20,15000,0.0,0.0
1479,2,34,20,50000,0.0,0.0
1480,2,34,20,150000,0.0,0.0
1481,2,34,20,500000,0.0,0.0
1482,2,34,60,1500,0.0012,0.0009596236862437275
1483,2,34,60,5000,0.0,0.0
1484,2,34,60,15000,0.0,0.0
1485,2,34,60,50000,0.0,0.0
1486,2,34,60,150000,0.0002,0.00039196079803980395
1487,2,34,60,500000,0.0,0.0
1488,2,34,200,1500,0.0268,0.004476509560271261
1489,2,34,200,5000,0.0002,0.00039196079803980395
1490,2,34,200,15000,0.0,0.0
1491,2,34,200,50000,0.0,0.0
1492,2,34,200,150000,0.0,0.0
1493,2,34,200,500000,0.0,0.0
1494,2,34,600,1500,0.1032,0.008432545973974883
1495,2,34,600,5000,0.0144,0.0033021945982634033
1496,2,34,600,15000,0.0,0.0
1497,2,34,600,50000,0.0,0.0
1498,2,34,600,150000,0.0,0.0
1499,2,34,600,500000,0.0002,0.00039196079803980395
1500,2,34,2000,1500,0.171,0.010436296032597004
1501,2,34,2000,5000,0.1076,0.008589284454295364
1502,2,34,2000,15000,0.0182,0.003705256493577739
1503,2,34,2000,50000,0.0002,0.00039196079803980395
1504,2,34,2000,150000,0.0,0.0
1505,2,34,2000,500000,0.0,0.0
1506,2,34,6000,1500,0.2022,0.011132909041719508
1507,2,34,6000,5000,0.1736,0.01049883435876574
1508,2,34,6000,15000,0.0976,0.008226129106499606
1509,2,34,6000,50000,0.0168,0.0035624325064764384
1510,2,34,6000,150000,0.001,0.0008761002682341788
1511,2,34,6000,500000,0.0,0.0
1512,2,36,20,1500,0.0,0.0
1513,2,36,20,5000,0.0004,0.0005542608310173108
1514,2,36,20,15000,0.0002,0.00039196079803980395
1515,2,36,20,50000,0.0,0.0
1516,2,36,20,150000,0.0002,0.00039196079803980395
1517,2,36,20,500000,0.0,0.0
1518,2,36,60,1500,0.0006,0.0006787601968294841
1519,2,36,60,5000,0.0,0.0
1520,2,36,60,15000,0.0,0.0
1521,2,36,60,50000,0.0,0.0
1522,2,36,60,150000,0.0002,0.00039196079803980395
1523,2,36,60,500000,0.0,0.0
1524,2,36,200,1500,0.0202,0.0038995587836574536
1525,2,36,200,5000,0.0004,0.0005542608310173108
1526,2,36,200,15000,0.0,0.0
1527,2,36,200,50000,0.0,0.0
1528,2,36,200,150000,0.0,0.0
1529,2,36,200,500000,0.0,0.0
1530,2,36,600,1500,0.086,0.007771294955153871
1531,2,36,600,5000,0.0116,0.0029680173282513023
1532,2,36,600,15000,0.0002,0.00039196079803980395
1533,2,36,600,50000,0.0,0.0
1534,2,36,600,150000,0.0,0.0
1535,2,36,600,500000,0.0,0.0
1536,2,36,2000,1500,0.1556,0.010047314063211124
1537,2,36,2000,5000,0.0916,0.007995716161845667
1538,2,36,2000,15000,0.0144,0.0033021945982634033
1539,2,36,2000,50000,0.0002,0.00039196079803980395
1540,2,36,2000,150000,0.0,0.0
1541,2,36,2000,500000,0.0,0.0
1542,2,36,6000,1500,0.1822,0.010699631203513511
1543,2,36,6000,5000,0.1482,0.009848361662896016
1544,2,36,6000,15000,0.0926,0.008034816264034916
1545,2,36,6000,50000,0.011,0.002891116268848418
1546,2,36,6000,150000,0.0002,0.00039196079803980395
1547,2,36,6000,500000,0.0,0.0
1548,2,38,20,1500,0.0002,0.00039196079803980395
1549,2,38,20,5000,0.0,0.0
1550,2,38,20,15000,0.0,0.0
1551,2,38,20,50000,0.0002,0.00039196079803980395
1552,2,38,20,150000,0.0,0.0
1553,2,38,20,500000,0.0,0.0
1554,2,38,60,1500,0.0004,0.0005542608310173108
1555,2,38,60,5000,0.0,0.0
1556,2,38,60,15000,0.0,0.0
1557,2,38,60,50000,0.0002,0.00039196079803980395
1558,2,38,60,150000,0.0,0.0
1559,2,38,60,500000,0.0,0.0
1560,2,38,200,1500,0.0186,0.00374498918727411
1561,2,38,200,5000,0.0002,0.00039196079803980395
1562,2,38,200,15000,0.0,0.0
1563,2,38,200,50000,0.0,0.0
1564,2,38,200,150000,0.0,0.0
1565,2,38,200,500000,0.0,0.0
1566,2,38,600,1500,0.0716,0.007146528767226786
1567,2,38,600,5000,0.011,0.002891116268848418
1568,2,38,600,15000,0.0,0.0
1569,2,38,600,50000,0.0,0.0
1570,2,38,600,150000,0.0002,0.00039196079803980395
1571,2,38,600,500000,0.0,0.0
1572,2,38,2000,1500,0.1222,0.009078298539440087
1573,2,38,2000,5000,0.0628,0.006724608899497427
1574,2,38,2000,15000,0.0128,0.0031158649603601246
1575,2,38,2000,50000,0.0002,0.00039196079803980395
1576,2,38,2000,150000,0.0002,0.00039196079803980395
1577,2,38,2000,500000,0.0002,0.00039196079803980395
1578,2,38,6000,1500,0.148,0.009842869435281561
1579,2,38,6000,5000,0.1292,0.009297400434271937
1580,2,38,6000,15000,0.0738,0.007246889485786299
1581,2,38,6000,50000,0.0102,0.002785126206691539
1582,2,38,6000,150000,0.0,0.0
1583,2,38,6000,500000,0.0,0.0
1584,2,40,20,1500,0.0002,0.00039196079803980395
1585,2,40,20,5000,0.0,0.0
1586,2,40,20,15000,0.0,0.0
1587,2,40,20,50000,0.0,0.0
1588,2,40,20,150000,0.0,0.0
1589,2,40,20,500000,0.0002,0.00039196079803980395
1590,2,40,60,1500,0.0004,0.0005542608310173108
1591,2,40,60,5000,0.0002,0.00039196079803980395
1592,2,40,60,15000,0.0,0.0
1593,2,40,60,50000,0.0,0.0
1594,2,40,60,150000,0.0,0.0
1595,2,40,60,500000,0.0,0.0
1596,2,40,200,1500,0.0138,0.0032336507447774873
1597,2,40,200,5000,0.0,0.0
1598,2,40,200,15000,0.0,0.0
1599,2,40,200,50000,0.0,0.0
1600,2,40,200,150000,0.0,0.0
1601,2,40,200,500000,0.0,0.0
1602,2,40,600,1500,0.0552,0.006330099701205344
1603,2,40,600,5000,0.0092,0.002646415197054309
1604,2,40,600,15000,0.0,0.0
1605,2,40,600,50000,0.0,0.0
1606,2,40,600,150000,0.0,0.0
1607,2,40,600,500000,0.0002,0.00039196079803980395
1608,2,40,2000,1500,0.1074,0.008582259678942371
1609,2,40,2000,5000,0.0594,0.006551892737583545
1610,2,40,2000,15000,0.0092,0.002646415197054309
1611,2,40,2000,50000,0.0002,0.00039196079803980395
1612,2,40,2000,150000,0.0,0.0
1613,2,40,2000,500000,0.0,0.0
1614,2,40,6000,1500,0.1488,0.00986480130662549
1615,2,40,6000,5000,0.1048,0.008490079311007643
1616,2,40,6000,15000,0.0572,0.006436931247978341
1617,2,40,6000,50000,0.008,0.002469288869290104
1618,2,40,6000,150000,0.0,0.0
1619,2,40,6000,500000,0.0002,0.00039196079803980395
1620,2,42,20,1500,0.0,0.0
1621,2,42,20,5000,0.0002,0.00039196079803980395
1622,2,42,20,15000,0.0,0.0
1623,2,42,20,50000,0.0,0.0
1624,2,42,20,150000,0.0,0.0
1625,2,42,20,500000,0.0002,0.00039196079803980395
1626,2,42,60,1500,0.0004,0.0005542608310173108
1627,2,42,60,5000,0.0,0.0
1628,2,42,60,15000,0.0,0.0
1629,2,42,60,50000,0.0,0.0
1630,2,42,60,150000,0.0,0.0
1631,2,42,60,500000,0.0002,0.00039196079803980395
1632,2,42,200,1500,0.0108,0.002865002470365427
1633,2,42,200,5000,0.0,0.0
1634,2,42,200,15000,0.0,0.0
1635,2,42,200,50000,0.0,0.0
1636,2,42,200,150000,0.0002,0.00039196079803980395
1637,2,42,200,500000,0.0,0.0
1638,2,42,600,1500,0.0504,0.006063965061640774
1639,2,42,600,5000,0.006,0.0021406215172234443
1640,2,42,600,15000,0.0002,0.00039196079803980395
1641,2,42,600,50000,0.0002,0.00039196079803980395
1642,2,42,600,150000,0.0,0.0
1643,2,42,600,500000,0.0,0.0
1644,2,42,2000,1500,0.1004,0.008330338496651862
1645,2,42,2000,5000,0.046,0.00580663025170365
1646,2,42,2000,15000,0.0058,0.002104853846517615
1647,2,42,2000,50000,0.0,0.0
1648,2,42,2000,150000,0.0,0.0
1649,2,42,2000,500000,0.0002,0.00039196079803980395
1650,2,42,6000,1500,0.107,0.008568182089568359
1651,2,42,6000,5000,0.0896,0.007916645508597692
1652,2,42,6000,15000,0.0488,0.005971960148828858
1653,2,42,6000,50000,0.004,0.0017495676265866374
1654,2,42,6000,150000,0.0,0.0
1655,2,42,6000,500000,0.0,0.0
1656,2,44,20,1500,0.0,0.0
1657,2,44,20,5000,0.0,0.0
1658,2,44,20,15000,0.0,0.0
1659,2,44,20,50000,0.0,0.0
1660,2,44,20,150000,0.0,0.0
1661,2,44,20,500000,0.0,0.0
1662,2,44,60,1500,0.0002,0.00039196079803980395
1663,2,44,60,5000,0.0,0.0
1664,2,44,60,15000,0.0,0.0
1665,2,44,60,50000,0.0002,0.00039196079803980395
1666,2,44,60,150000,0.0,0.0
1667,2,44,60,500000,0.0,0.0
1668,2,44,200,1500,0.0076,0.002407250264679599
1669,2,44,200,5000,0.0004,0.0005542608310173108
1670,2,44,200,15000,0.0002,0.00039196079803980395
1671,2,44,200,50000,0.0,0.0
1672,2,44,200,150000,0.0,0.0
1673,2,44,200,500000,0.0002,0.00039196079803980395
1674,2,44,600,1500,0.0386,0.005339699048897794
1675,2,44,600,5000,0.004,0.0017495676265866374
1676,2,44,600,15000,0.0002,0.00039196079803980395
1677,2,44,600,50000,0.0002,0.00039196079803980395
1678,2,44,600,150000,0.0,0.0
1679,2,44,600,500000,0.0,0.0
1680,2,44,2000,1500,0.08,0.007519863828554344
1681,2,44,2000,5000,0.038,0.005299689228624637
1682,2,44,2000,15000,0.0058,0.002104853846517615
1683,2,44,2000,50000,0.0002,0.00039196079803980395
1684,2,44,2000,150000,0.0,0.0
1685,2,44,2000,500000,0.0,0.0
1686,2,44,6000,1500,0.0932,0.008058139492662063
1687,2,44,6000,5000,0.0762,0.007354235515619554
1688,2,44,6000,15000,0.0396,0.005405610354881306
1689,2,44,6000,50000,0.0048,0.0019157854543763503
1690,2,44,6000,150000,0.0002,0.00039196079803980395
1691,2,44,6000,500000,0.0,0.0
1692,2,46,20,1500,0.0004,0.0005542608310173108
1693,2,46,20,5000,0.0002,0.00039196079803980395
1694,2,46,20,15000,0.0,0.0
1695,2,46,20,50000,0.0,0.0
1696,2,46,20,150000,0.0002,0.00039196079803980395
1697,2,46,20,500000,0.0,0.0
1698,2,46,60,1500,0.0,0.0
1699,2,46,60,5000,0.0,0.0
1700,2,46,60,15000,0.0,0.0
1701,2,46,60,50000,0.0,0.0
1702,2,46,60,150000,0.0,0.0
1703,2,46,60,500000,0.0,0.0
1704,2,46,200,1500,0.0074,0.0023756040909208758
1705,2,46,200,5000,0.0,0.0
1706,2,46,200,15000,0.0,0.0
1707,2,46,200,50000,0.0002,0.00039196079803980395
1708,2,46,200,150000,0.0,0.0
1709,2,46,200,500000,0.0,0.0
1710,2,46,600,1500,0.0334,0.004980439834070882
1711,2,46,600,5000,0.0028,0.00146467483463054
1712,2,46,600,15000,0.0002,0.00039196079803980395
1713,2,46,600,50000,0.0,0.0
1714,2,46,600,150000,0.0,0.0
1715,2,46,600,500000,0.0,0.0
1716,2,46,2000,1500,0.061,0.006633897894903117
1717,2,46,2000,5000,0.0292,0.004666888003284415
1718,2,46,2000,15000,0.0038,0.001705438787878357
1719,2,46,2000,50000,0.0,0.0
1720,2,46,2000,150000,0.0002,0.00039196079803980395
1721,2,46,2000,500000,0.0,0.0
1722,2,46,6000,1500,0.0794,0.007494053784488072
1723,2,46,6000,5000,0.065,0.006833348227626045
1724,2,46,6000,15000,0.0284,0.00460441004047207
1725,2,46,6000,50000,0.0028,0.00146467483463054
1726,2,46,6000,150000,0.0006,0.0006787601968294841
1727,2,46,6000,500000,0.0,0.0
1728,2,48,20,1500,0.0,0.0
1729,2,48,20,5000,0.0,0.0
1730,2,48,20,15000,0.0,0.0
1731,2,48,20,50000,0.0,0.0
1732,2,48,20,150000,0.0,0.0
1733,2,48,20,500000,0.0,0.0
