,nOfCon,nOfM,Dc,sAEC,infScore,confidence_int_95
1050,2,0.5,60,1500,0.2702,0.012308798751592295
1051,2,0.5,60,5000,0.0684,0.006997031997983146
1052,2,0.5,60,15000,0.039,0.005366177902380799
1053,2,0.5,60,50000,0.0246,0.004293683205454263
1054,2,0.5,60,150000,0.025,0.004327562824500645
1055,2,0.5,60,500000,0.032,0.004878471104762228
1056,2,0.5,200,1500,0.565,0.013741682866374118
1057,2,0.5,200,5000,0.2492,0.0119896697316982
1058,2,0.5,200,15000,0.086,0.007771294955153871
1059,2,0.5,200,50000,0.0376,0.0052728182138966255
1060,2,0.5,200,150000,0.0262,0.0044274799174248095
1061,2,0.5,200,500000,0.0286,0.004620118718474667
1062,2,0.5,600,1500,0.6672,0.013061430588231903
1063,2,0.5,600,5000,0.5108,0.013856059438209696
1064,2,0.5,600,15000,0.2226,0.011530706486456065
1065,2,0.5,600,50000,0.0756,0.007327603059991719
1066,2,0.5,600,150000,0.0374,0.005259322457959771
1067,2,0.5,600,500000,0.0288,0.004635767537226171
1068,2,0.5,2000,1500,0.6926,0.012789814462954496
1069,2,0.5,2000,5000,0.652,0.01320336073581268
1070,2,0.5,2000,15000,0.5264,0.013839960682487506
1071,2,0.5,2000,50000,0.2078,0.011246341316677172
1072,2,0.5,2000,150000,0.0788,0.007468117504378195
1073,2,0.5,2000,500000,0.0356,0.005135995907786532
1074,2,0.5,6000,1500,0.7166,0.012491350485067658
1075,2,0.5,6000,5000,0.6976,0.012731078574763412
1076,2,0.5,6000,15000,0.6538,0.013187335616385897
1077,2,0.5,6000,50000,0.5202,0.013847978000675765
1078,2,0.5,6000,150000,0.2054,0.01119813165616479
1079,2,0.5,6000,500000,0.0754,0.007318695639852773
1080,2,0.6,20,1500,0.0438,0.0056726043559550314
1081,2,0.6,20,5000,0.016,0.003477992248409993
1082,2,0.6,20,15000,0.0124,0.003067414402522098
1083,2,0.6,20,50000,0.0128,0.0031158649603601246
1084,2,0.6,20,150000,0.0162,0.0034993065168973125
1085,2,0.6,20,500000,0.026,0.00441100166402145
1086,2,0.6,60,1500,0.2018,0.011124679601822248
1087,2,0.6,60,5000,0.044,0.005684946128152843
1088,2,0.6,60,15000,0.0178,0.003665059548111053
1089,2,0.6,60,50000,0.0166,0.003541524211522491
1090,2,0.6,60,150000,0.013,0.0031397952035124837
1091,2,0.6,60,500000,0.018,0.0036852169976814117
1092,2,0.6,200,1500,0.502,0.01385918203646954
1093,2,0.6,200,5000,0.1726,0.010474884022116904
1094,2,0.6,200,15000,0.049,0.005983556106530631
1095,2,0.6,200,50000,0.0224,0.0041018112775699465
1096,2,0.6,200,150000,0.0156,0.0034349401224475517
1097,2,0.6,200,500000,0.0136,0.0032104584614662123
1098,2,0.6,600,1500,0.588,0.013642951657174484
1099,2,0.6,600,5000,0.4436,0.013770838929157512
1100,2,0.6,600,15000,0.1548,0.010026198337715047
1101,2,0.6,600,50000,0.0444,0.0057095334909955655
1102,2,0.6,600,150000,0.0224,0.0041018112775699465
1103,2,0.6,600,500000,0.0134,0.003187087771116447
1104,2,0.6,2000,1500,0.6306,0.013378163457096791
1105,2,0.6,2000,5000,0.5834,0.013665134618466078
1106,2,0.6,2000,15000,0.4594,0.013813527139901667
1107,2,0.6,2000,50000,0.1472,0.00982083851670518
1108,2,0.6,2000,150000,0.0476,0.0059017966143200835
1109,2,0.6,2000,500000,0.0226,0.004119660772053932
1110,2,0.6,6000,1500,0.6422,0.013286983262245798
1111,2,0.6,6000,5000,0.6212,0.013445958852354115
1112,2,0.6,6000,15000,0.5738,0.01370749398027225
1113,2,0.6,6000,50000,0.4398,0.013758472938055299
1114,2,0.6,6000,150000,0.1434,0.00971481824744035
1115,2,0.6,6000,500000,0.043,0.00562291172970019
1116,2,0.7,20,1500,0.0302,0.004743682686183805
1117,2,0.7,20,5000,0.0108,0.002865002470365427
1118,2,0.7,20,15000,0.0082,0.0024997124160991
1119,2,0.7,20,50000,0.006,0.0021406215172234443
1120,2,0.7,20,150000,0.0094,0.00267475592247218
1121,2,0.7,20,500000,0.0148,0.003347064861516729
1122,2,0.7,60,1500,0.1616,0.010202753219636354
1123,2,0.7,60,5000,0.028,0.004572810636796586
1124,2,0.7,60,15000,0.0102,0.002785126206691539
1125,2,0.7,60,50000,0.006,0.0021406215172234443
1126,2,0.7,60,150000,0.005,0.00195509385963948
1127,2,0.7,60,500000,0.0084,0.0025297579609124664
1128,2,0.7,200,1500,0.3968,0.013560870458904913
1129,2,0.7,200,5000,0.1206,0.00902688591513153
1130,2,0.7,200,15000,0.0308,0.004789091449868127
1131,2,0.7,200,50000,0.0112,0.0029169857625980966
1132,2,0.7,200,150000,0.0068,0.0022779483934452943
1133,2,0.7,200,500000,0.0078,0.0024384731721304623
1134,2,0.7,600,1500,0.5184,0.013849905327503145
1135,2,0.7,600,5000,0.3714,0.013393041274214009
1136,2,0.7,600,15000,0.1148,0.00883614259658591
1137,2,0.7,600,50000,0.0284,0.00460441004047207
1138,2,0.7,600,150000,0.0118,0.0029931914611664922
1139,2,0.7,600,500000,0.0098,0.002730521295870076
1140,2,0.7,2000,1500,0.5554,0.013773957419304012
1141,2,0.7,2000,5000,0.5216,0.013846354488485408
1142,2,0.7,2000,15000,0.3976,0.013565529141054543
1143,2,0.7,2000,50000,0.1126,0.008761933982677567
1144,2,0.7,2000,150000,0.0244,0.004276631969763122
1145,2,0.7,2000,500000,0.0116,0.0029680173282513023
1146,2,0.7,6000,1500,0.5718,0.013715652591225836
1147,2,0.7,6000,5000,0.5554,0.013773957419304012
1148,2,0.7,6000,15000,0.5168,0.013851467408300105
1149,2,0.7,6000,50000,0.3614,0.013316178263030276
1150,2,0.7,6000,150000,0.1178,0.008935672458813607
1151,2,0.7,6000,500000,0.0278,0.004556918648736226
1152,2,0.8,20,1500,0.0226,0.004119660772053932
1153,2,0.8,20,5000,0.0072,0.002343517503924389
1154,2,0.8,20,15000,0.0042,0.0017925933267754848
1155,2,0.8,20,50000,0.004,0.0017495676265866374
1156,2,0.8,20,150000,0.0036,0.0016601188429748032
1157,2,0.8,20,500000,0.0074,0.0023756040909208758
1158,2,0.8,60,1500,0.1276,0.009248136577538202
1159,2,0.8,60,5000,0.016,0.003477992248409993
1160,2,0.8,60,15000,0.0092,0.002646415197054309
1161,2,0.8,60,50000,0.0042,0.0017925933267754848
1162,2,0.8,60,150000,0.004,0.0017495676265866374
1163,2,0.8,60,500000,0.006,0.0021406215172234443
1164,2,0.8,200,1500,0.3468,0.013192700451507266
1165,2,0.8,200,5000,0.0978,0.00823364063651068
1166,2,0.8,200,15000,0.0238,0.0042250217536954765
1167,2,0.8,200,50000,0.0088,0.0025887675251362375
1168,2,0.8,200,150000,0.0032,0.0015654891897422991
1169,2,0.8,200,500000,0.0046,0.0018756370514574508
1170,2,0.8,600,1500,0.4588,0.013812162137015334
1171,2,0.8,600,5000,0.2912,0.01259298276419054
1172,2,0.8,600,15000,0.0794,0.007494053784488072
1173,2,0.8,600,50000,0.0198,0.0038615442283107416
1174,2,0.8,600,150000,0.0082,0.0024997124160991
1175,2,0.8,600,500000,0.0038,0.001705438787878357
1176,2,0.8,2000,1500,0.4842,0.01385237151520273
1177,2,0.8,2000,5000,0.4612,0.0138175012335516
1178,2,0.8,2000,15000,0.3008,0.012711906649877508
1179,2,0.8,2000,50000,0.0762,0.007354235515619554
1180,2,0.8,2000,150000,0.0176,0.003644782187840585
1181,2,0.8,2000,500000,0.009,0.002617755924451323
1182,2,0.8,6000,1500,0.5084,0.013857336949818316
1183,2,0.8,6000,5000,0.4922,0.013857606409881902
1184,2,0.8,6000,15000,0.4584,0.013811240934137672
1185,2,0.8,6000,50000,0.3026,0.012733462174789698
1186,2,0.8,6000,150000,0.0868,0.007803939308016176
1187,2,0.8,6000,500000,0.014,0.0032566684326163753
1188,2,0.9,20,1500,0.0124,0.003067414402522098
1189,2,0.9,20,5000,0.0032,0.0015654891897422991
1190,2,0.9,20,15000,0.0026,0.0014115375151939815
1191,2,0.9,20,50000,0.002,0.001238372609516215
1192,2,0.9,20,150000,0.003,0.0015159304469532895
1193,2,0.9,20,500000,0.0048,0.0019157854543763503
1194,2,0.9,60,1500,0.083,0.007647065026531422
1195,2,0.9,60,5000,0.013,0.0031397952035124837
1196,2,0.9,60,15000,0.004,0.0017495676265866374
1197,2,0.9,60,50000,0.0022,0.001298686001772561
1198,2,0.9,60,150000,0.001,0.0008761002682341788
1199,2,0.9,60,500000,0.0018,0.001174941123290865
1200,2,0.9,200,1500,0.2998,0.012699830851912949
1201,2,0.9,200,5000,0.0682,0.00698754486806346
1202,2,0.9,200,15000,0.0128,0.0031158649603601246
1203,2,0.9,200,50000,0.0078,0.0024384731721304623
1204,2,0.9,200,150000,0.0046,0.0018756370514574508
1205,2,0.9,200,500000,0.004,0.0017495676265866374
1206,2,0.9,600,1500,0.3868,0.013499428251714957
1207,2,0.9,600,5000,0.2486,0.01198001127264912
1208,2,0.9,600,15000,0.0492,0.005995124508732075
1209,2,0.9,600,50000,0.0096,0.002702788121329528
1210,2,0.9,600,150000,0.0044,0.0018345935039675684
1211,2,0.9,600,500000,0.0012,0.0009596236862437275
1212,2,0.9,2000,1500,0.44,0.013759144159430848
1213,2,0.9,2000,5000,0.3894,0.013515976959317444
1214,2,0.9,2000,15000,0.2666,0.012256644636310543
1215,2,0.9,2000,50000,0.0558,0.006362388239898599
1216,2,0.9,2000,150000,0.0114,0.0029426173949054267
1217,2,0.9,2000,500000,0.0058,0.002104853846517615
1218,2,0.9,6000,1500,0.4364,0.013746715110629158
1219,2,0.9,6000,5000,0.439,0.013755765383285656
1220,2,0.9,6000,15000,0.3788,0.013445958852354115
1221,2,0.9,6000,50000,0.2452,0.011924694122165147
1222,2,0.9,6000,150000,0.055,0.006319290466500175
1223,2,0.9,6000,500000,0.0128,0.0031158649603601246
1224,2,1.0,20,1500,0.0096,0.002702788121329528
1225,2,1.0,20,5000,0.0026,0.0014115375151939815
1226,2,1.0,20,15000,0.002,0.001238372609516215
1227,2,1.0,20,50000,0.0006,0.0006787601968294841
1228,2,1.0,20,150000,0.0028,0.00146467483463054
1229,2,1.0,20,500000,0.0012,0.0009596236862437275
1230,2,1.0,60,1500,0.0716,0.007146528767226786
1231,2,1.0,60,5000,0.0082,0.0024997124160991
1232,2,1.0,60,15000,0.0028,0.00146467483463054
1233,2,1.0,60,50000,0.0024,0.0013562973408511865
1234,2,1.0,60,150000,0.0012,0.0009596236862437275
1235,2,1.0,60,500000,0.0008,0.0007836863372548995
1236,2,1.0,200,1500,0.244,0.011904930931341012
1237,2,1.0,200,5000,0.0564,0.006394470487288216
1238,2,1.0,200,15000,0.0092,0.002646415197054309
1239,2,1.0,200,50000,0.004,0.0017495676265866374
1240,2,1.0,200,150000,0.002,0.001238372609516215
1241,2,1.0,200,500000,0.002,0.001238372609516215
1242,2,1.0,600,1500,0.331,0.013043619608068921
1243,2,1.0,600,5000,0.2092,0.011274187145652674
1244,2,1.0,600,15000,0.0426,0.005597867057799783
1245,2,1.0,600,50000,0.0092,0.002646415197054309
1246,2,1.0,600,150000,0.0026,0.0014115375151939815
1247,2,1.0,600,500000,0.001,0.0008761002682341788
1248,2,1.0,2000,1500,0.3776,0.013437604479846847
1249,2,1.0,2000,5000,0.3446,0.013172916054875625
1250,2,1.0,2000,15000,0.217,0.011425673700924597
1251,2,1.0,2000,50000,0.0374,0.005259322457959771
1252,2,1.0,2000,150000,0.0094,0.00267475592247218
1253,2,1.0,2000,500000,0.0042,0.0017925933267754848
1254,2,1.0,6000,1500,0.4066,0.01361534114081612
1255,2,1.0,6000,5000,0.3928,0.013537008144017643
1256,2,1.0,6000,15000,0.3298,0.013031625973269798
1257,2,1.0,6000,50000,0.203,0.011149316621210468
1258,2,1.0,6000,150000,0.0382,0.005313065096834406
1259,2,1.0,6000,500000,0.0072,0.002343517503924389
1260,2,1.1,20,1500,0.005,0.00195509385963948
1261,2,1.1,20,5000,0.0016,0.0011078560830721652
1262,2,1.1,20,15000,0.0018,0.001174941123290865
1263,2,1.1,20,50000,0.0004,0.0005542608310173108
1264,2,1.1,20,150000,0.001,0.0008761002682341788
1265,2,1.1,20,500000,0.002,0.001238372609516215
1266,2,1.1,60,1500,0.0588,0.0065207971674635
1267,2,1.1,60,5000,0.006,0.0021406215172234443
1268,2,1.1,60,15000,0.0026,0.0014115375151939815
1269,2,1.1,60,50000,0.0006,0.0006787601968294841
1270,2,1.1,60,150000,0.0014,0.0010364082655015833
1271,2,1.1,60,500000,0.0008,0.0007836863372548995
1272,2,1.1,200,1500,0.2082,0.011254317951932939
1273,2,1.1,200,5000,0.0422,0.005572687772628214
1274,2,1.1,200,15000,0.008,0.002469288869290104
1275,2,1.1,200,50000,0.003,0.0015159304469532895
1276,2,1.1,200,150000,0.001,0.0008761002682341788
1277,2,1.1,200,500000,0.0016,0.0011078560830721652
1278,2,1.1,600,1500,0.3042,0.012752428178005945
1279,2,1.1,600,5000,0.1646,0.010278582358905336
1280,2,1.1,600,15000,0.0308,0.004789091449868127
1281,2,1.1,600,50000,0.0054,0.002031384697392397
1282,2,1.1,600,150000,0.0016,0.0011078560830721652
1283,2,1.1,600,500000,0.002,0.001238372609516215
1284,2,1.1,2000,1500,0.3418,0.013147283786516514
1285,2,1.1,2000,5000,0.2876,0.012546640822020848
1286,2,1.1,2000,15000,0.1876,0.010821125741659228
1287,2,1.1,2000,50000,0.0282,0.004588640888454881
1288,2,1.1,2000,150000,0.0056,0.002068452920614825
1289,2,1.1,2000,500000,0.0026,0.0014115375151939815
1290,2,1.1,6000,1500,0.3536,0.013251891494152825
1291,2,1.1,6000,5000,0.3404,0.013134276913054634
1292,2,1.1,6000,15000,0.296,0.01265328395634904
1293,2,1.1,6000,50000,0.1702,0.010416877627542717
1294,2,1.1,6000,150000,0.0292,0.004666888003284415
1295,2,1.1,6000,500000,0.0046,0.0018756370514574508
1296,2,1.2,20,1500,0.0052,0.0019936119550203347
1297,2,1.2,20,5000,0.0016,0.0011078560830721652
1298,2,1.2,20,15000,0.0008,0.0007836863372548995
1299,2,1.2,20,50000,0.0006,0.0006787601968294841
1300,2,1.2,20,150000,0.0008,0.0007836863372548995
1301,2,1.2,20,500000,0.0012,0.0009596236862437275
1302,2,1.2,60,1500,0.0412,0.005509138489745924
1303,2,1.2,60,5000,0.004,0.0017495676265866374
1304,2,1.2,60,15000,0.0014,0.0010364082655015833
1305,2,1.2,60,50000,0.0012,0.0009596236862437275
1306,2,1.2,60,150000,0.0008,0.0007836863372548995
1307,2,1.2,60,500000,0.0014,0.0010364082655015833
1308,2,1.2,200,1500,0.1752,0.010536889999767483
1309,2,1.2,200,5000,0.0284,0.00460441004047207
1310,2,1.2,200,15000,0.004,0.0017495676265866374
1311,2,1.2,200,50000,0.0018,0.001174941123290865
1312,2,1.2,200,150000,0.0004,0.0005542608310173108
1313,2,1.2,200,500000,0.001,0.0008761002682341788
1314,2,1.2,600,1500,0.2536,0.012059561292717076
1315,2,1.2,600,5000,0.134,0.009442400440565948
1316,2,1.2,600,15000,0.028,0.004572810636796586
1317,2,1.2,600,50000,0.005,0.00195509385963948
1318,2,1.2,600,150000,0.0014,0.0010364082655015833
1319,2,1.2,600,500000,0.0004,0.0005542608310173108
1320,2,1.2,2000,1500,0.308,0.012796743785823015
1321,2,1.2,2000,5000,0.2554,0.01208768215121493
1322,2,1.2,2000,15000,0.1498,0.009892077863987929
1323,2,1.2,2000,50000,0.0206,0.003937175094506212
1324,2,1.2,2000,150000,0.005,0.00195509385963948
1325,2,1.2,2000,500000,0.002,0.001238372609516215
1326,2,1.2,6000,1500,0.3008,0.012711906649877508
1327,2,1.2,6000,5000,0.2948,0.012638366944633314
1328,2,1.2,6000,15000,0.2492,0.0119896697316982
1329,2,1.2,6000,50000,0.1332,0.00941851931904373
1330,2,1.2,6000,150000,0.0196,0.0038423839200163222
1331,2,1.2,6000,500000,0.0034,0.0016135074281824673
1332,2,1.3,20,1500,0.0032,0.0015654891897422991
1333,2,1.3,20,5000,0.0012,0.0009596236862437275
1334,2,1.3,20,15000,0.0,0.0
1335,2,1.3,20,50000,0.0008,0.0007836863372548995
1336,2,1.3,20,150000,0.0006,0.0006787601968294841
1337,2,1.3,20,500000,0.0008,0.0007836863372548995
1338,2,1.3,60,1500,0.0354,0.00512207966638552
1339,2,1.3,60,5000,0.0024,0.0013562973408511865
1340,2,1.3,60,15000,0.0008,0.0007836863372548995
1341,2,1.3,60,50000,0.0004,0.0005542608310173108
1342,2,1.3,60,150000,0.0,0.0
1343,2,1.3,60,500000,0.0002,0.00039196079803980395
1344,2,1.3,200,1500,0.1408,0.009640943345710522
1345,2,1.3,200,5000,0.0232,0.004172706968288091
1346,2,1.3,200,15000,0.002,0.001238372609516215
1347,2,1.3,200,50000,0.001,0.0008761002682341788
1348,2,1.3,200,150000,0.001,0.0008761002682341788
1349,2,1.3,200,500000,0.0004,0.0005542608310173108
1350,2,1.3,600,1500,0.217,0.011425673700924597
1351,2,1.3,600,5000,0.1134,0.008789040383386574
1352,2,1.3,600,15000,0.02,0.003880602015151773
1353,2,1.3,600,50000,0.0018,0.001174941123290865
1354,2,1.3,600,150000,0.0008,0.0007836863372548995
1355,2,1.3,600,500000,0.0002,0.00039196079803980395
1356,2,1.3,2000,1500,0.2532,0.012053275256261263
1357,2,1.3,2000,5000,0.2174,0.011433277930532433
1358,2,1.3,2000,15000,0.1226,0.00909107246021062
1359,2,1.3,2000,50000,0.0166,0.003541524211522491
1360,2,1.3,2000,150000,0.0024,0.0013562973408511865
1361,2,1.3,2000,500000,0.001,0.0008761002682341788
1362,2,1.3,6000,1500,0.2708,0.012317391040118844
1363,2,1.3,6000,5000,0.245,0.011921408977130177
1364,2,1.3,6000,15000,0.212,0.011329274730537697
1365,2,1.3,6000,50000,0.1128,0.008768723695681144
1366,2,1.3,6000,150000,0.019,0.003784272252362401
1367,2,1.3,6000,500000,0.003,0.0015159304469532895
1368,2,1.4,20,1500,0.0016,0.0011078560830721652
1369,2,1.4,20,5000,0.0006,0.0006787601968294841
1370,2,1.4,20,15000,0.0,0.0
1371,2,1.4,20,50000,0.0008,0.0007836863372548995
1372,2,1.4,20,150000,0.0004,0.0005542608310173108
1373,2,1.4,20,500000,0.0002,0.00039196079803980395
1374,2,1.4,60,1500,0.0226,0.004119660772053932
1375,2,1.4,60,5000,0.0024,0.0013562973408511865
1376,2,1.4,60,15000,0.0012,0.0009596236862437275
1377,2,1.4,60,50000,0.001,0.0008761002682341788
1378,2,1.4,60,150000,0.0,0.0
1379,2,1.4,60,500000,0.0,0.0
1380,2,1.4,200,1500,0.1124,0.008755135493914414
1381,2,1.4,200,5000,0.0164,0.003520483014133146
1382,2,1.4,200,15000,0.002,0.001238372609516215
1383,2,1.4,200,50000,0.0016,0.0011078560830721652
1384,2,1.4,200,150000,0.0004,0.0005542608310173108
1385,2,1.4,200,500000,0.0,0.0
1386,2,1.4,600,1500,0.1854,0.010772044453528773
1387,2,1.4,600,5000,0.0958,0.008158044596298798
1388,2,1.4,600,15000,0.0128,0.0031158649603601246
1389,2,1.4,600,50000,0.0018,0.001174941123290865
1390,2,1.4,600,150000,0.0008,0.0007836863372548995
1391,2,1.4,600,500000,0.001,0.0008761002682341788
1392,2,1.4,2000,1500,0.23,0.011664881996831343
1393,2,1.4,2000,5000,0.1726,0.010474884022116904
1394,2,1.4,2000,15000,0.1078,0.00859629991398625
1395,2,1.4,2000,50000,0.0144,0.0033021945982634033
1396,2,1.4,2000,150000,0.0032,0.0015654891897422991
1397,2,1.4,2000,500000,0.0004,0.0005542608310173108
1398,2,1.4,6000,1500,0.237,0.01178711474110607
1399,2,1.4,6000,5000,0.2144,0.011375858911080077
1400,2,1.4,6000,15000,0.1908,0.010891512429189988
1401,2,1.4,6000,50000,0.0874,0.007828292017854213
1402,2,1.4,6000,150000,0.0142,0.0032795152012454524
1403,2,1.4,6000,500000,0.0018,0.001174941123290865
1404,2,1.5,20,1500,0.0024,0.0013562973408511865
1405,2,1.5,20,5000,0.0004,0.0005542608310173108
1406,2,1.5,20,15000,0.0002,0.00039196079803980395
1407,2,1.5,20,50000,0.0,0.0
1408,2,1.5,20,150000,0.0,0.0
1409,2,1.5,20,500000,0.0006,0.0006787601968294841
1410,2,1.5,60,1500,0.0198,0.0038615442283107416
1411,2,1.5,60,5000,0.0018,0.001174941123290865
1412,2,1.5,60,15000,0.0012,0.0009596236862437275
1413,2,1.5,60,50000,0.0002,0.00039196079803980395
1414,2,1.5,60,150000,0.0006,0.0006787601968294841
1415,2,1.5,60,500000,0.0006,0.0006787601968294841
1416,2,1.5,200,1500,0.0972,0.008211074203245274
1417,2,1.5,200,5000,0.013,0.0031397952035124837
1418,2,1.5,200,15000,0.0012,0.0009596236862437275
1419,2,1.5,200,50000,0.0,0.0
1420,2,1.5,200,150000,0.0002,0.00039196079803980395
1421,2,1.5,200,500000,0.0,0.0
1422,2,1.5,600,1500,0.1482,0.009848361662896016
1423,2,1.5,600,5000,0.079,0.007476777038269899
1424,2,1.5,600,15000,0.011,0.002891116268848418
1425,2,1.5,600,50000,0.0014,0.0010364082655015833
1426,2,1.5,600,150000,0.0008,0.0007836863372548995
1427,2,1.5,600,500000,0.0002,0.00039196079803980395
1428,2,1.5,2000,1500,0.1958,0.010999158169387327
1429,2,1.5,2000,5000,0.161,0.010187438209873962
1430,2,1.5,2000,15000,0.0818,0.00759654938002775
1431,2,1.5,2000,50000,0.0078,0.0024384731721304623
1432,2,1.5,2000,150000,0.002,0.001238372609516215
1433,2,1.5,2000,500000,0.001,0.0008761002682341788
1434,2,1.5,6000,1500,0.2016,0.011120558452739682
1435,2,1.5,6000,5000,0.1872,0.010812244024771175
1436,2,1.5,6000,15000,0.146,0.009787604961378447
1437,2,1.5,6000,50000,0.074,0.0072559189411128345
1438,2,1.5,6000,150000,0.01,0.0027579644667761766
1439,2,1.5,6000,500000,0.0012,0.0009596236862437275
1440,2,1.6,20,1500,0.001,0.0008761002682341788
1441,2,1.6,20,5000,0.0,0.0
1442,2,1.6,20,15000,0.0002,0.00039196079803980395
1443,2,1.6,20,50000,0.0002,0.00039196079803980395
1444,2,1.6,20,150000,0.0002,0.00039196079803980395
1445,2,1.6,20,500000,0.0004,0.0005542608310173108
1446,2,1.6,60,1500,0.016,0.003477992248409993
1447,2,1.6,60,5000,0.0014,0.0010364082655015833
1448,2,1.6,60,15000,0.0002,0.00039196079803980395
1449,2,1.6,60,50000,0.0,0.0
1450,2,1.6,60,150000,0.0,0.0
1451,2,1.6,60,500000,0.0,0.0
1452,2,1.6,200,1500,0.077,0.00738953792330752
1453,2,1.6,200,5000,0.011,0.002891116268848418
1454,2,1.6,200,15000,0.0024,0.0013562973408511865
1455,2,1.6,200,50000,0.0002,0.00039196079803980395
1456,2,1.6,200,150000,0.0,0.0
1457,2,1.6,200,500000,0.0002,0.00039196079803980395
1458,2,1.6,600,1500,0.132,0.009382485402066983
1459,2,1.6,600,5000,0.0574,0.006447490829524304
1460,2,1.6,600,15000,0.0086,0.002559438815990724
1461,2,1.6,600,50000,0.0012,0.0009596236862437275
1462,2,1.6,600,150000,0.001,0.0008761002682341788
1463,2,1.6,600,500000,0.0002,0.00039196079803980395
1464,2,1.6,2000,1500,0.1644,0.010273565435855265
1465,2,1.6,2000,5000,0.1362,0.009507497564511913
1466,2,1.6,2000,15000,0.0666,0.006911018922040368
1467,2,1.6,2000,50000,0.008,0.002469288869290104
1468,2,1.6,2000,150000,0.0012,0.0009596236862437275
1469,2,1.6,2000,500000,0.0008,0.0007836863372548995
1470,2,1.6,6000,1500,0.18,0.010649132922449601
1471,2,1.6,6000,5000,0.1586,0.010125673382684233
1472,2,1.6,6000,15000,0.1432,0.009709174510904622
1473,2,1.6,6000,50000,0.0634,0.00675449329415612
1474,2,1.6,6000,150000,0.0078,0.0024384731721304623
1475,2,1.6,6000,500000,0.0004,0.0005542608310173108
1476,2,1.7,20,1500,0.0008,0.0007836863372548995
1477,2,1.7,20,5000,0.0,0.0
1478,2,1.7,20,15000,0.0,0.0
1479,2,1.7,20,50000,0.0,0.0
1480,2,1.7,20,150000,0.0002,0.00039196079803980395
1481,2,1.7,20,500000,0.0,0.0
1482,2,1.7,60,1500,0.0114,0.0029426173949054267
1483,2,1.7,60,5000,0.0002,0.00039196079803980395
1484,2,1.7,60,15000,0.0006,0.0006787601968294841
1485,2,1.7,60,50000,0.0,0.0
1486,2,1.7,60,150000,0.0002,0.00039196079803980395
1487,2,1.7,60,500000,0.0,0.0
1488,2,1.7,200,1500,0.0706,0.007100268200906217
1489,2,1.7,200,5000,0.0052,0.0019936119550203347
1490,2,1.7,200,15000,0.0012,0.0009596236862437275
1491,2,1.7,200,50000,0.0,0.0
1492,2,1.7,200,150000,0.0006,0.0006787601968294841
1493,2,1.7,200,500000,0.0004,0.0005542608310173108
1494,2,1.7,600,1500,0.1202,0.009013952845849594
1495,2,1.7,600,5000,0.0488,0.005971960148828858
1496,2,1.7,600,15000,0.0064,0.0022103795178204126
1497,2,1.7,600,50000,0.001,0.0008761002682341788
1498,2,1.7,600,150000,0.0002,0.00039196079803980395
1499,2,1.7,600,500000,0.0002,0.00039196079803980395
1500,2,1.7,2000,1500,0.1356,0.009489826951256804
1501,2,1.7,2000,5000,0.1196,0.008994492747720685
1502,2,1.7,2000,15000,0.0618,0.006674412148137093
1503,2,1.7,2000,50000,0.0056,0.002068452920614825
1504,2,1.7,2000,150000,0.001,0.0008761002682341788
1505,2,1.7,2000,500000,0.0,0.0
1506,2,1.7,6000,1500,0.153,0.00997834440776625
1507,2,1.7,6000,5000,0.1426,0.009692204558138462
1508,2,1.7,6000,15000,0.1096,0.008659023572482062
1509,2,1.7,6000,50000,0.05,0.006041125722909597
1510,2,1.7,6000,150000,0.0064,0.0022103795178204126
1511,2,1.7,6000,500000,0.0004,0.0005542608310173108
1512,2,1.8,20,1500,0.0006,0.0006787601968294841
1513,2,1.8,20,5000,0.0002,0.00039196079803980395
1514,2,1.8,20,15000,0.0,0.0
1515,2,1.8,20,50000,0.0002,0.00039196079803980395
1516,2,1.8,20,150000,0.0,0.0
1517,2,1.8,20,500000,0.0,0.0
1518,2,1.8,60,1500,0.0072,0.002343517503924389
1519,2,1.8,60,5000,0.0008,0.0007836863372548995
1520,2,1.8,60,15000,0.0004,0.0005542608310173108
1521,2,1.8,60,50000,0.0,0.0
1522,2,1.8,60,150000,0.0002,0.00039196079803980395
1523,2,1.8,60,500000,0.0,0.0
1524,2,1.8,200,1500,0.0574,0.006447490829524304
1525,2,1.8,200,5000,0.0084,0.0025297579609124664
1526,2,1.8,200,15000,0.0006,0.0006787601968294841
1527,2,1.8,200,50000,0.0002,0.00039196079803980395
1528,2,1.8,200,150000,0.0004,0.0005542608310173108
1529,2,1.8,200,500000,0.0,0.0
1530,2,1.8,600,1500,0.099,0.008278488731646615
1531,2,1.8,600,5000,0.0408,0.005483473333134757
1532,2,1.8,600,15000,0.0036,0.0016601188429748032
1533,2,1.8,600,50000,0.0,0.0
1534,2,1.8,600,150000,0.0004,0.0005542608310173108
1535,2,1.8,600,500000,0.0,0.0
1536,2,1.8,2000,1500,0.1154,0.00885620051877779
1537,2,1.8,2000,5000,0.0994,0.00829335455680028
1538,2,1.8,2000,15000,0.0444,0.0057095334909955655
1539,2,1.8,2000,50000,0.004,0.0017495676265866374
1540,2,1.8,2000,150000,0.0016,0.0011078560830721652
1541,2,1.8,2000,500000,0.0004,0.0005542608310173108
1542,2,1.8,6000,1500,0.1244,0.009148168090104162
1543,2,1.8,6000,5000,0.1184,0.008955353034961826
1544,2,1.8,6000,15000,0.097,0.008203530771564157
1545,2,1.8,6000,50000,0.0426,0.005597867057799783
