,nOfCon,nOfM,Dc,sAEC,infScore,confidence_int_95
507,1,1.5,20,50000,0.0,0.0
508,1,1.5,20,150000,0.0002,0.00039196079803980395
509,1,1.5,20,500000,0.0,0.0
510,1,1.5,60,1500,0.01,0.0027579644667761766
511,1,1.5,60,5000,0.0004,0.0005542608310173108
512,1,1.5,60,15000,0.0002,0.00039196079803980395
513,1,1.5,60,50000,0.0002,0.00039196079803980395
514,1,1.5,60,150000,0.0,0.0
515,1,1.5,60,500000,0.0002,0.00039196079803980395
516,1,1.5,200,1500,0.0522,0.006165448477702169
517,1,1.5,200,5000,0.0078,0.0024384731721304623
518,1,1.5,200,15000,0.0004,0.0005542608310173108
519,1,1.5,200,50000,0.0002,0.00039196079803980395
520,1,1.5,200,150000,0.0,0.0
521,1,1.5,200,500000,0.0,0.0
522,1,1.5,600,1500,0.0914,0.00798786163205147
523,1,1.5,600,5000,0.0436,0.005660230243797508
524,1,1.5,600,15000,0.0046,0.0018756370514574508
525,1,1.5,600,50000,0.0008,0.0007836863372548995
526,1,1.5,600,150000,0.0004,0.0005542608310173108
527,1,1.5,600,500000,0.0002,0.00039196079803980395
528,1,1.5,2000,1500,0.1102,0.008679767000743742
529,1,1.5,2000,5000,0.0786,0.007459443797817637
530,1,1.5,2000,15000,0.043,0.00562291172970019
531,1,1.5,2000,50000,0.0062,0.002175787163120511
532,1,1.5,2000,150000,0.0004,0.0005542608310173108
533,1,1.5,2000,500000,0.0002,0.00039196079803980395
534,1,1.5,6000,1500,0.1116,0.008727853370720661
535,1,1.5,6000,5000,0.1074,0.008582259678942371
536,1,1.5,6000,15000,0.0852,0.007738449352887178
537,1,1.5,6000,50000,0.043,0.00562291172970019
538,1,1.5,6000,150000,0.0042,0.0017925933267754848
539,1,1.5,6000,500000,0.001,0.0008761002682341788
540,1,1.6,20,1500,0.001,0.0008761002682341788
541,1,1.6,20,5000,0.0,0.0
542,1,1.6,20,15000,0.0002,0.00039196079803980395
543,1,1.6,20,50000,0.0,0.0
544,1,1.6,20,150000,0.0,0.0
545,1,1.6,20,500000,0.0,0.0
546,1,1.6,60,1500,0.0076,0.002407250264679599
547,1,1.6,60,5000,0.0002,0.00039196079803980395
548,1,1.6,60,15000,0.0002,0.00039196079803980395
549,1,1.6,60,50000,0.0,0.0
550,1,1.6,60,150000,0.0,0.0
551,1,1.6,60,500000,0.0,0.0
552,1,1.6,200,1500,0.0456,0.005782540801827515
553,1,1.6,200,5000,0.0058,0.002104853846517615
554,1,1.6,200,15000,0.0006,0.0006787601968294841
555,1,1.6,200,50000,0.0002,0.00039196079803980395
556,1,1.6,200,150000,0.0002,0.00039196079803980395
557,1,1.6,200,500000,0.0,0.0
558,1,1.6,600,1500,0.0714,0.007137309252988833
559,1,1.6,600,5000,0.0302,0.004743682686183805
560,1,1.6,600,15000,0.006,0.0021406215172234443
561,1,1.6,600,50000,0.0004,0.0005542608310173108
562,1,1.6,600,150000,0.0,0.0
563,1,1.6,600,500000,0.0,0.0
564,1,1.6,2000,1500,0.084,0.007688797960669794
565,1,1.6,2000,5000,0.0766,0.0073719161892143075
566,1,1.6,2000,15000,0.037,0.005232208894912357
567,1,1.6,2000,50000,0.0046,0.0018756370514574508
568,1,1.6,2000,150000,0.0008,0.0007836863372548995
569,1,1.6,2000,500000,0.0,0.0
570,1,1.6,6000,1500,0.09,0.00793255368718044
571,1,1.6,6000,5000,0.09,0.00793255368718044
572,1,1.6,6000,15000,0.0724,0.007183245711849206
573,1,1.6,6000,50000,0.0306,0.004774009623450711
574,1,1.6,6000,150000,0.004,0.0017495676265866374
575,1,1.6,6000,500000,0.0002,0.00039196079803980395
576,1,1.7,20,1500,0.0,0.0
577,1,1.7,20,5000,0.0,0.0
578,1,1.7,20,15000,0.0,0.0
579,1,1.7,20,50000,0.0,0.0
580,1,1.7,20,150000,0.0,0.0
581,1,1.7,20,500000,0.0,0.0
582,1,1.7,60,1500,0.006,0.0021406215172234443
583,1,1.7,60,5000,0.0004,0.0005542608310173108
584,1,1.7,60,15000,0.0,0.0
585,1,1.7,60,50000,0.0,0.0
586,1,1.7,60,150000,0.0,0.0
587,1,1.7,60,500000,0.0,0.0
588,1,1.7,200,1500,0.0354,0.00512207966638552
589,1,1.7,200,5000,0.004,0.0017495676265866374
590,1,1.7,200,15000,0.0,0.0
591,1,1.7,200,50000,0.0,0.0
592,1,1.7,200,150000,0.0004,0.0005542608310173108
593,1,1.7,200,500000,0.0,0.0
594,1,1.7,600,1500,0.0646,0.006813747112184308
595,1,1.7,600,5000,0.026,0.00441100166402145
596,1,1.7,600,15000,0.003,0.0015159304469532895
597,1,1.7,600,50000,0.0002,0.00039196079803980395
598,1,1.7,600,150000,0.0004,0.0005542608310173108
599,1,1.7,600,500000,0.0,0.0
600,1,1.7,2000,1500,0.0744,0.007273931550736506
601,1,1.7,2000,5000,0.0632,0.006744551098716652
602,1,1.7,2000,15000,0.032,0.004878471104762228
603,1,1.7,2000,50000,0.0028,0.00146467483463054
604,1,1.7,2000,150000,0.0,0.0
605,1,1.7,2000,500000,0.0004,0.0005542608310173108
606,1,1.7,6000,1500,0.0762,0.007354235515619554
607,1,1.7,6000,5000,0.0718,0.007155732108121433
608,1,1.7,6000,15000,0.0576,0.0064580283861872265
609,1,1.7,6000,50000,0.0312,0.0048190943733444356
610,1,1.7,6000,150000,0.0034,0.0016135074281824673
611,1,1.7,6000,500000,0.0004,0.0005542608310173108
612,1,1.8,20,1500,0.0002,0.00039196079803980395
613,1,1.8,20,5000,0.0,0.0
614,1,1.8,20,15000,0.0,0.0
615,1,1.8,20,50000,0.0,0.0
616,1,1.8,20,150000,0.0,0.0
617,1,1.8,20,500000,0.0,0.0
618,1,1.8,60,1500,0.005,0.00195509385963948
619,1,1.8,60,5000,0.0,0.0
620,1,1.8,60,15000,0.0,0.0
621,1,1.8,60,50000,0.0,0.0
622,1,1.8,60,150000,0.0,0.0
623,1,1.8,60,500000,0.0,0.0
624,1,1.8,200,1500,0.0322,0.004893187007585138
625,1,1.8,200,5000,0.0032,0.0015654891897422991
626,1,1.8,200,15000,0.0,0.0
627,1,1.8,200,50000,0.0002,0.00039196079803980395
628,1,1.8,200,150000,0.0002,0.00039196079803980395
629,1,1.8,200,500000,0.0,0.0
630,1,1.8,600,1500,0.0578,0.006468544025605763
631,1,1.8,600,5000,0.0232,0.004172706968288091
632,1,1.8,600,15000,0.0016,0.0011078560830721652
633,1,1.8,600,50000,0.0004,0.0005542608310173108
634,1,1.8,600,150000,0.0002,0.00039196079803980395
635,1,1.8,600,500000,0.0,0.0
636,1,1.8,2000,1500,0.0636,0.006764416333491013
637,1,1.8,2000,5000,0.0526,0.006187719689578706
638,1,1.8,2000,15000,0.0216,0.004029546453485802
639,1,1.8,2000,50000,0.0016,0.0011078560830721652
640,1,1.8,2000,150000,0.0,0.0
641,1,1.8,2000,500000,0.0,0.0
642,1,1.8,6000,1500,0.0688,0.007015954630640081
643,1,1.8,6000,5000,0.06,0.006582799404508692
644,1,1.8,6000,15000,0.0502,0.006052558704151493
645,1,1.8,6000,50000,0.022,0.004065854537486554
646,1,1.8,6000,150000,0.002,0.001238372609516215
647,1,1.8,6000,500000,0.0,0.0
648,1,1.9,20,1500,0.0,0.0
649,1,1.9,20,5000,0.0002,0.00039196079803980395
650,1,1.9,20,15000,0.0002,0.00039196079803980395
651,1,1.9,20,50000,0.0,0.0
652,1,1.9,20,150000,0.0,0.0
653,1,1.9,20,500000,0.0,0.0
654,1,1.9,60,1500,0.0044,0.0018345935039675684
655,1,1.9,60,5000,0.0002,0.00039196079803980395
656,1,1.9,60,15000,0.0,0.0
657,1,1.9,60,50000,0.0004,0.0005542608310173108
658,1,1.9,60,150000,0.0,0.0
659,1,1.9,60,500000,0.0,0.0
660,1,1.9,200,1500,0.027,0.004492720191598849
661,1,1.9,200,5000,0.002,0.001238372609516215
662,1,1.9,200,15000,0.0,0.0
663,1,1.9,200,50000,0.0002,0.00039196079803980395
664,1,1.9,200,150000,0.0,0.0
665,1,1.9,200,500000,0.0,0.0
666,1,1.9,600,1500,0.0412,0.005509138489745924
667,1,1.9,600,5000,0.0168,0.0035624325064764384
668,1,1.9,600,15000,0.0014,0.0010364082655015833
669,1,1.9,600,50000,0.0,0.0
670,1,1.9,600,150000,0.0,0.0
671,1,1.9,600,500000,0.0,0.0
672,1,1.9,2000,1500,0.0566,0.006405119263589086
673,1,1.9,2000,5000,0.0458,0.005794600696786621
674,1,1.9,2000,15000,0.0212,0.00399287744104424
675,1,1.9,2000,50000,0.0032,0.0015654891897422991
676,1,1.9,2000,150000,0.0002,0.00039196079803980395
677,1,1.9,2000,500000,0.0002,0.00039196079803980395
678,1,1.9,6000,1500,0.0606,0.006613519816618077
679,1,1.9,6000,5000,0.0518,0.00614307651288831
680,1,1.9,6000,15000,0.0434,0.005647823579114348
681,1,1.9,6000,50000,0.0166,0.003541524211522491
682,1,1.9,6000,150000,0.0016,0.0011078560830721652
683,1,1.9,6000,500000,0.0,0.0
684,1,2.0,20,1500,0.0006,0.0006787601968294841
685,1,2.0,20,5000,0.0,0.0
686,1,2.0,20,15000,0.0002,0.00039196079803980395
687,1,2.0,20,50000,0.0,0.0
688,1,2.0,20,150000,0.0,0.0
689,1,2.0,20,500000,0.0,0.0
690,1,2.0,60,1500,0.0028,0.00146467483463054
691,1,2.0,60,5000,0.0004,0.0005542608310173108
692,1,2.0,60,15000,0.0,0.0
693,1,2.0,60,50000,0.0,0.0
694,1,2.0,60,150000,0.0,0.0
695,1,2.0,60,500000,0.0,0.0
696,1,2.0,200,1500,0.0168,0.0035624325064764384
697,1,2.0,200,5000,0.0026,0.0014115375151939815
698,1,2.0,200,15000,0.0006,0.0006787601968294841
699,1,2.0,200,50000,0.0002,0.00039196079803980395
700,1,2.0,200,150000,0.0002,0.00039196079803980395
701,1,2.0,200,500000,0.0,0.0
702,1,2.0,600,1500,0.0322,0.004893187007585138
703,1,2.0,600,5000,0.015,0.0033692622337835325
704,1,2.0,600,15000,0.0006,0.0006787601968294841
705,1,2.0,600,50000,0.0004,0.0005542608310173108
706,1,2.0,600,150000,0.0002,0.00039196079803980395
707,1,2.0,600,500000,0.0,0.0
708,1,2.0,2000,1500,0.0478,0.005913561340782727
709,1,2.0,2000,5000,0.032,0.004878471104762228
710,1,2.0,2000,15000,0.0164,0.003520483014133146
711,1,2.0,2000,50000,0.0018,0.001174941123290865
712,1,2.0,2000,150000,0.0002,0.00039196079803980395
713,1,2.0,2000,500000,0.0,0.0
714,1,2.0,6000,1500,0.0496,0.006018179281875874
715,1,2.0,6000,5000,0.048,0.005925297521643955
716,1,2.0,6000,15000,0.0342,0.005037646890682196
717,1,2.0,6000,50000,0.014,0.0032566684326163753
718,1,2.0,6000,150000,0.0016,0.0011078560830721652
719,1,2.0,6000,500000,0.0002,0.00039196079803980395
720,1,2.1,20,1500,0.0002,0.00039196079803980395
721,1,2.1,20,5000,0.0,0.0
722,1,2.1,20,15000,0.0,0.0
723,1,2.1,20,50000,0.0,0.0
724,1,2.1,20,150000,0.0,0.0
725,1,2.1,20,500000,0.0,0.0
726,1,2.1,60,1500,0.0024,0.0013562973408511865
727,1,2.1,60,5000,0.0,0.0
728,1,2.1,60,15000,0.0,0.0
729,1,2.1,60,50000,0.0,0.0
730,1,2.1,60,150000,0.0,0.0
731,1,2.1,60,500000,0.0,0.0
732,1,2.1,200,1500,0.016,0.003477992248409993
733,1,2.1,200,5000,0.0012,0.0009596236862437275
734,1,2.1,200,15000,0.0004,0.0005542608310173108
735,1,2.1,200,50000,0.0,0.0
736,1,2.1,200,150000,0.0,0.0
737,1,2.1,200,500000,0.0,0.0
738,1,2.1,600,1500,0.0288,0.004635767537226171
739,1,2.1,600,5000,0.0098,0.002730521295870076
740,1,2.1,600,15000,0.0016,0.0011078560830721652
741,1,2.1,600,50000,0.0002,0.00039196079803980395
742,1,2.1,600,150000,0.0,0.0
743,1,2.1,600,500000,0.0,0.0
744,1,2.1,2000,1500,0.0356,0.005135995907786532
745,1,2.1,2000,5000,0.0256,0.004377838028616408
746,1,2.1,2000,15000,0.0152,0.003391305257153947
747,1,2.1,2000,50000,0.0014,0.0010364082655015833
748,1,2.1,2000,150000,0.0004,0.0005542608310173108
749,1,2.1,2000,500000,0.0,0.0
750,1,2.1,6000,1500,0.0476,0.0059017966143200835
751,1,2.1,6000,5000,0.0414,0.0055219179867868375
752,1,2.1,6000,15000,0.0328,0.004937034191820024
753,1,2.1,6000,50000,0.011,0.002891116268848418
754,1,2.1,6000,150000,0.0008,0.0007836863372548995
755,1,2.1,6000,500000,0.0,0.0
756,1,2.2,20,1500,0.0002,0.00039196079803980395
757,1,2.2,20,5000,0.0,0.0
758,1,2.2,20,15000,0.0,0.0
759,1,2.2,20,50000,0.0,0.0
760,1,2.2,20,150000,0.0,0.0
761,1,2.2,20,500000,0.0,0.0
762,1,2.2,60,1500,0.0014,0.0010364082655015833
763,1,2.2,60,5000,0.0,0.0
764,1,2.2,60,15000,0.0,0.0
765,1,2.2,60,50000,0.0,0.0
766,1,2.2,60,150000,0.0,0.0
767,1,2.2,60,500000,0.0,0.0
768,1,2.2,200,1500,0.014,0.0032566684326163753
769,1,2.2,200,5000,0.0016,0.0011078560830721652
770,1,2.2,200,15000,0.0,0.0
771,1,2.2,200,50000,0.0,0.0
772,1,2.2,200,150000,0.0,0.0
773,1,2.2,200,500000,0.0,0.0
774,1,2.2,600,1500,0.0272,0.004508865725567795
775,1,2.2,600,5000,0.01,0.0027579644667761766
776,1,2.2,600,15000,0.0008,0.0007836863372548995
777,1,2.2,600,50000,0.0,0.0
778,1,2.2,600,150000,0.0,0.0
779,1,2.2,600,500000,0.0,0.0
780,1,2.2,2000,1500,0.0362,0.005177484595747244
781,1,2.2,2000,5000,0.0232,0.004172706968288091
782,1,2.2,2000,15000,0.0124,0.003067414402522098
783,1,2.2,2000,50000,0.0004,0.0005542608310173108
784,1,2.2,2000,150000,0.0004,0.0005542608310173108
785,1,2.2,2000,500000,0.0,0.0
786,1,2.2,6000,1500,0.0324,0.004907852523945682
787,1,2.2,6000,5000,0.031,0.004804119532234809
788,1,2.2,6000,15000,0.0224,0.0041018112775699465
789,1,2.2,6000,50000,0.009,0.002617755924451323
790,1,2.2,6000,150000,0.0006,0.0006787601968294841
791,1,2.2,6000,500000,0.0,0.0
792,1,2.3,20,1500,0.0,0.0
793,1,2.3,20,5000,0.0,0.0
794,1,2.3,20,15000,0.0,0.0
795,1,2.3,20,50000,0.0,0.0
796,1,2.3,20,150000,0.0,0.0
797,1,2.3,20,500000,0.0,0.0
798,1,2.3,60,1500,0.001,0.0008761002682341788
799,1,2.3,60,5000,0.0,0.0
800,1,2.3,60,15000,0.0,0.0
801,1,2.3,60,50000,0.0,0.0
802,1,2.3,60,150000,0.0,0.0
803,1,2.3,60,500000,0.0,0.0
804,1,2.3,200,1500,0.0118,0.0029931914611664922
805,1,2.3,200,5000,0.0018,0.001174941123290865
806,1,2.3,200,15000,0.0,0.0
807,1,2.3,200,50000,0.0,0.0
808,1,2.3,200,150000,0.0,0.0
809,1,2.3,200,500000,0.0,0.0
810,1,2.3,600,1500,0.0202,0.0038995587836574536
811,1,2.3,600,5000,0.0082,0.0024997124160991
812,1,2.3,600,15000,0.0006,0.0006787601968294841
813,1,2.3,600,50000,0.0,0.0
814,1,2.3,600,150000,0.0,0.0
815,1,2.3,600,500000,0.0,0.0
816,1,2.3,2000,1500,0.0262,0.0044274799174248095
817,1,2.3,2000,5000,0.0194,0.003823119548850127
818,1,2.3,2000,15000,0.0072,0.002343517503924389
819,1,2.3,2000,50000,0.0006,0.0006787601968294841
820,1,2.3,2000,150000,0.0004,0.0005542608310173108
821,1,2.3,2000,500000,0.0,0.0
822,1,2.3,6000,1500,0.0264,0.004443890153097846
823,1,2.3,6000,5000,0.0274,0.004524946859002877
824,1,2.3,6000,15000,0.02,0.003880602015151773
825,1,2.3,6000,50000,0.006,0.0021406215172234443
826,1,2.3,6000,150000,0.0002,0.00039196079803980395
827,1,2.3,6000,500000,0.0,0.0
828,1,2.4,20,1500,0.0,0.0
829,1,2.4,20,5000,0.0,0.0
830,1,2.4,20,15000,0.0,0.0
831,1,2.4,20,50000,0.0,0.0
832,1,2.4,20,150000,0.0,0.0
833,1,2.4,20,500000,0.0,0.0
834,1,2.4,60,1500,0.0014,0.0010364082655015833
835,1,2.4,60,5000,0.0,0.0
836,1,2.4,60,15000,0.0,0.0
837,1,2.4,60,50000,0.0,0.0
838,1,2.4,60,150000,0.0,0.0
839,1,2.4,60,500000,0.0,0.0
840,1,2.4,200,1500,0.0102,0.002785126206691539
841,1,2.4,200,5000,0.0008,0.0007836863372548995
842,1,2.4,200,15000,0.0002,0.00039196079803980395
843,1,2.4,200,50000,0.0,0.0
844,1,2.4,200,150000,0.0,0.0
845,1,2.4,200,500000,0.0,0.0
846,1,2.4,600,1500,0.0164,0.003520483014133146
847,1,2.4,600,5000,0.0076,0.002407250264679599
848,1,2.4,600,15000,0.0008,0.0007836863372548995
849,1,2.4,600,50000,0.0,0.0
850,1,2.4,600,150000,0.0,0.0
851,1,2.4,600,500000,0.0,0.0
852,1,2.4,2000,1500,0.0268,0.004476509560271261
853,1,2.4,2000,5000,0.0158,0.00345653766002918
854,1,2.4,2000,15000,0.0054,0.002031384697392397
855,1,2.4,2000,50000,0.0004,0.0005542608310173108
856,1,2.4,2000,150000,0.0,0.0
857,1,2.4,2000,500000,0.0,0.0
858,1,2.4,6000,1500,0.0264,0.004443890153097846
859,1,2.4,6000,5000,0.0226,0.004119660772053932
860,1,2.4,6000,15000,0.0188,0.003764686039924179
861,1,2.4,6000,50000,0.0076,0.002407250264679599
862,1,2.4,6000,150000,0.0004,0.0005542608310173108
863,1,2.4,6000,500000,0.0,0.0
864,1,2.5,20,1500,0.0,0.0
865,1,2.5,20,5000,0.0,0.0
866,1,2.5,20,15000,0.0,0.0
867,1,2.5,20,50000,0.0,0.0
868,1,2.5,20,150000,0.0,0.0
869,1,2.5,20,500000,0.0,0.0
870,1,2.5,60,1500,0.0014,0.0010364082655015833
871,1,2.5,60,5000,0.0,0.0
872,1,2.5,60,15000,0.0,0.0
873,1,2.5,60,50000,0.0,0.0
874,1,2.5,60,150000,0.0002,0.00039196079803980395
875,1,2.5,60,500000,0.0,0.0
876,1,2.5,200,1500,0.008,0.002469288869290104
877,1,2.5,200,5000,0.0008,0.0007836863372548995
878,1,2.5,200,15000,0.0,0.0
879,1,2.5,200,50000,0.0,0.0
880,1,2.5,200,150000,0.0,0.0
881,1,2.5,200,500000,0.0,0.0
882,1,2.5,600,1500,0.0144,0.0033021945982634033
883,1,2.5,600,5000,0.0032,0.0015654891897422991
884,1,2.5,600,15000,0.0002,0.00039196079803980395
885,1,2.5,600,50000,0.0,0.0
886,1,2.5,600,150000,0.0,0.0
887,1,2.5,600,500000,0.0,0.0
888,1,2.5,2000,1500,0.0184,0.003725179939385479
889,1,2.5,2000,5000,0.014,0.0032566684326163753
890,1,2.5,2000,15000,0.0058,0.002104853846517615
891,1,2.5,2000,50000,0.0004,0.0005542608310173108
892,1,2.5,2000,150000,0.0,0.0
893,1,2.5,2000,500000,0.0,0.0
894,1,2.5,6000,1500,0.0228,0.0041374258339213765
895,1,2.5,6000,5000,0.0178,0.003665059548111053
896,1,2.5,6000,15000,0.0126,0.0030917395616060547
897,1,2.5,6000,50000,0.007,0.0023109721590707233
898,1,2.5,6000,150000,0.0004,0.0005542608310173108
899,1,2.5,6000,500000,0.0,0.0
900,2,0.1,20,1500,0.5594,0.013761144227309006
901,2,0.1,20,5000,0.4772,0.013844876183310562
902,2,0.1,20,15000,0.4682,0.013831234365854699
903,2,0.1,20,50000,0.4816,0.013849905327503145
904,2,0.1,20,150000,0.5012,0.01385925299643527
905,2,0.1,20,500000,0.5712,0.013718055542211513
906,2,0.1,60,1500,0.7882,0.01132536642776736
907,2,0.1,60,5000,0.5708,0.013719646075435037
908,2,0.1,60,15000,0.492,0.013857518808213828
909,2,0.1,60,50000,0.4718,0.013837232425712883
910,2,0.1,60,150000,0.5178,0.013850507770157743
911,2,0.1,60,500000,0.5374,0.013820466877670957
912,2,0.1,200,1500,0.9202,0.0075112744263007725
913,2,0.1,200,5000,0.783,0.011425673700924597
914,2,0.1,200,15000,0.6066,0.013540648048775214
915,2,0.1,200,50000,0.5134,0.013854314867968029
916,2,0.1,200,150000,0.4866,0.013854314867968029
917,2,0.1,200,500000,0.5036,0.013858933673728292
918,2,0.1,600,1500,0.9526,0.005890003171204579
919,2,0.1,600,5000,0.8976,0.008403543828457136
920,2,0.1,600,15000,0.7554,0.01191482823161123
921,2,0.1,600,50000,0.5854,0.013655640567501768
922,2,0.1,600,150000,0.5046,0.013858706373568928
923,2,0.1,600,500000,0.4742,0.013840830013955089
924,2,0.1,2000,1500,0.9574,0.005597867057799781
925,2,0.1,2000,5000,0.945,0.006319290466500178
926,2,0.1,2000,15000,0.9134,0.007795796948407521
927,2,0.1,2000,50000,0.761,0.011821221310846015
928,2,0.1,2000,150000,0.5894,0.013635956510813606
929,2,0.1,2000,500000,0.5038,0.013858892649097185
930,2,0.1,6000,1500,0.9584,0.005534662423382295
931,2,0.1,6000,5000,0.955,0.005746177163993469
932,2,0.1,6000,15000,0.9424,0.006458028386187226
933,2,0.1,6000,50000,0.9096,0.007948414560703287
934,2,0.1,6000,150000,0.7604,0.011831383457094105
935,2,0.1,6000,500000,0.585,0.013657557907620235
936,2,0.2,20,1500,0.345,0.013176536418953198
937,2,0.2,20,5000,0.2372,0.011790541567341172
938,2,0.2,20,15000,0.2334,0.011724812396827508
939,2,0.2,20,50000,0.241,0.011854970522105907
940,2,0.2,20,150000,0.2812,0.012461856947469747
941,2,0.2,20,500000,0.3354,0.013086778950864877
942,2,0.2,60,1500,0.6228,0.013434800234138206
943,2,0.2,60,5000,0.3478,0.013201590439458422
944,2,0.2,60,15000,0.2592,0.012146161591021257
945,2,0.2,60,50000,0.2424,0.01187838397412712
946,2,0.2,60,150000,0.2494,0.011992882364335938
947,2,0.2,60,500000,0.2884,0.012557022340539178
948,2,0.2,200,1500,0.8458,0.010010300077180505
949,2,0.2,200,5000,0.601,0.013573590817466098
950,2,0.2,200,15000,0.3826,0.013471838398555706
951,2,0.2,200,50000,0.2802,0.012448328941155114
952,2,0.2,200,150000,0.2498,0.011999297365562702
953,2,0.2,200,500000,0.2528,0.012046975735478178
954,2,0.2,600,1500,0.8902,0.00866594711195493
955,2,0.2,600,5000,0.8236,0.01056521960457046
956,2,0.2,600,15000,0.5742,0.013705834767543347
957,2,0.2,600,50000,0.3564,0.013275409749337306
958,2,0.2,600,150000,0.2694,0.012297298040008627
959,2,0.2,600,500000,0.24,0.011838140394504535
960,2,0.2,2000,1500,0.9076,0.008027019137687417
961,2,0.2,2000,5000,0.881,0.00897495963667804
962,2,0.2,2000,15000,0.8262,0.010503609094934939
963,2,0.2,2000,50000,0.5616,0.013753710905090305
964,2,0.2,2000,150000,0.3624,0.01332414400690716
965,2,0.2,2000,500000,0.2644,0.012224262152162805
966,2,0.2,6000,1500,0.908,0.008011390610873992
967,2,0.2,6000,5000,0.9074,0.008034816264034917
968,2,0.2,6000,15000,0.8814,0.00896189676423468
969,2,0.2,6000,50000,0.8284,0.010450805280972371
970,2,0.2,6000,150000,0.5828,0.013667937701467622
971,2,0.2,6000,500000,0.3512,0.01323133737833028
972,2,0.3,20,1500,0.2044,0.011177866081001327
973,2,0.3,20,5000,0.119,0.00897495963667804
974,2,0.3,20,15000,0.1068,0.00856112922944164
975,2,0.3,20,50000,0.116,0.008876181953970975
976,2,0.3,20,150000,0.129,0.009291268313852529
977,2,0.3,20,500000,0.1842,0.01074503247995091
978,2,0.3,60,1500,0.4792,0.013847295549499908
979,2,0.3,60,5000,0.1988,0.011062409467164013
980,2,0.3,60,15000,0.1358,0.009495724045864011
981,2,0.3,60,50000,0.1114,0.008721010694455088
982,2,0.3,60,150000,0.103,0.008425310268470829
983,2,0.3,60,500000,0.1358,0.009495724045864011
984,2,0.3,200,1500,0.7492,0.012015275122742716
985,2,0.3,200,5000,0.4498,0.013789264043711688
986,2,0.3,200,15000,0.2196,0.011474819623366633
987,2,0.3,200,50000,0.1372,0.009536811377562208
988,2,0.3,200,150000,0.1218,0.00906549305902332
989,2,0.3,200,500000,0.1206,0.00902688591513153
990,2,0.3,600,1500,0.8142,0.010781010599902033
991,2,0.3,600,5000,0.7166,0.012491350485067658
992,2,0.3,600,15000,0.4168,0.01366607129218928
993,2,0.3,600,50000,0.1978,0.011041435546666927
994,2,0.3,600,150000,0.1364,0.009513374014133998
995,2,0.3,600,500000,0.114,0.008809278817247187
996,2,0.3,2000,1500,0.8468,0.009983685151445832
997,2,0.3,2000,5000,0.8022,0.011041435546666926
998,2,0.3,2000,15000,0.7298,0.012308798751592295
999,2,0.3,2000,50000,0.4106,0.013635956510813606
1000,2,0.3,2000,150000,0.205,0.011190038069640336
1001,2,0.3,2000,500000,0.1326,0.009400534337834205
1002,2,0.3,6000,1500,0.8492,0.009919201957577032
1003,2,0.3,6000,5000,0.8372,0.010233233391807301
1004,2,0.3,6000,15000,0.8194,0.010662963485110507
1005,2,0.3,6000,50000,0.6974,0.012733462174789698
1006,2,0.3,6000,150000,0.417,0.013667005653031682
1007,2,0.3,6000,500000,0.2036,0.011161577566491217
1008,2,0.4,20,1500,0.1176,0.008929095743511768
1009,2,0.4,20,5000,0.047,0.005866329441823055
1010,2,0.4,20,15000,0.0472,0.005878180838592838
1011,2,0.4,20,50000,0.0464,0.005830599092100227
1012,2,0.4,20,150000,0.0638,0.006774320300901043
1013,2,0.4,20,500000,0.095,0.00812750342971321
1014,2,0.4,60,1500,0.36,0.013304921194806077
1015,2,0.4,60,5000,0.1232,0.009110174457341637
1016,2,0.4,60,15000,0.07,0.007072314472646136
1017,2,0.4,60,50000,0.0532,0.0062209399613884706
1018,2,0.4,60,150000,0.0454,0.005770450376599733
1019,2,0.4,60,500000,0.0674,0.006949422611757037
1020,2,0.4,200,1500,0.643,0.013280384946228026
1021,2,0.4,200,5000,0.3204,0.012934332110658052
1022,2,0.4,200,15000,0.1354,0.00948392294932851
1023,2,0.4,200,50000,0.0756,0.007327603059991719
1024,2,0.4,200,150000,0.0526,0.006187719689578706
1025,2,0.4,200,500000,0.0496,0.006018179281875874
1026,2,0.4,600,1500,0.7372,0.01220046582927062
1027,2,0.4,600,5000,0.6074,0.01353579008395151
1028,2,0.4,600,15000,0.2998,0.012699830851912949
1029,2,0.4,600,50000,0.1138,0.008802541334137545
1030,2,0.4,600,150000,0.07,0.007072314472646136
1031,2,0.4,600,500000,0.0508,0.006086698503721045
1032,2,0.4,2000,1500,0.7678,0.011703782187446927
1033,2,0.4,2000,5000,0.7482,0.012031167800475563
1034,2,0.4,2000,15000,0.6298,0.01338414412307339
1035,2,0.4,2000,50000,0.298,0.012677912711483698
1036,2,0.4,2000,150000,0.1184,0.008955353034961826
1037,2,0.4,2000,500000,0.066,0.0068820286311523
1038,2,0.4,6000,1500,0.7858,0.01137199904832919
1039,2,0.4,6000,5000,0.7672,0.011714313817343293
1040,2,0.4,6000,15000,0.732,0.012277049495705392
1041,2,0.4,6000,50000,0.6156,0.013483792613534218
1042,2,0.4,6000,150000,0.315,0.012875723202989414
1043,2,0.4,6000,500000,0.1188,0.008968432292167901
1044,2,0.5,20,1500,0.0742,0.007264932943613451
1045,2,0.5,20,5000,0.0304,0.004758873542005502
1046,2,0.5,20,15000,0.0288,0.004635767537226171
1047,2,0.5,20,50000,0.0216,0.004029546453485802
1048,2,0.5,20,150000,0.0292,0.004666888003284415
1049,2,0.5,20,500000,0.0476,0.0059017966143200835
