"","V5","V6","V7","Num"
"",100.135, 55.3809, -21.8662, 32
"",11.4333, 109.064, 39.3277, 32
"",36.4974, -96.2769, -54.5064, 32
"",-55.8112, 102.191, 3.78793, 32
"",5.65972, 98.3415, -62.2026, 32
"",28.6763, -48.506, -101.966, 32
"",-69.2573, 78.1653, -51.632, 32
"",-3.67813, -16.6041, -115.252, 32
"",-27.3247, -83.6141, -76.3826, 32
"",9.22211, 10.6639, -115.644, 32
"",100.859, -23.0391, 53.5625, 32
"",82.3078, -5.30751, -82.277, 32
"",43.5578, 69.8696, -82.4209, 32
"",98.6813, 45.782, -41.6926, 32
"",47.7771, -75.117, -75.1468, 32
"",71.1517, -88.3, 26.6982, 32
"",20.9285, -79.4072, -82.6362, 32
"",96.3348, -64.2811, 12.641, 32
"",37.0692, -110.383, -3.69914, 32
"",76.7403, -87.6532, -0.282416, 32
"",-86.4106, -63.0545, -46.1475, 32
"",-34.66, -110.968, -7.55356, 32
"",84.9402, 77.3056, 19.5257, 32
"",-22.7806, -27.7556, -110.828, 32
"",-36.5669, 30.1321, -106.429, 32
"",54.8716, 102.472, -7.79867, 32
"",90.0682, 36.5316, -64.2294, 32
"",50.0519, 102.459, 23.8593, 32
"",109.045, -30.887, -26.9714, 32
"",110.796, 31.1165, 18.1207, 32
"",-89.9583, 55.7603, -48.6883, 32
"",113.626, -25.7033, 0.830285, 32
