"","V5","V6","V7","Num"
"",-91.9553, -53.2209, -47.7914, 14
"",-6.50581, -112.422, 29.8523, 14
"",-18.8984, -7.93801, -114.683, 14
"",15.3977, -68.5952, -92.897, 14
"",-51.4292, -63.6171, -82.9467, 14
"",-105.233, 23.1432, -44.3025, 14
"",-89.1832, 26.9422, -69.948, 14
"",-100.581, 48.063, -33.8471, 14
"",58.6834, -74.7861, -67.3465, 14
"",71.6461, -89.794, 19.3939, 14
"",-77.4431, -86.3446, -10.9286, 14
"",-32.6202, 105.457, -37.2411, 14
"",-23.8861, -51.3728, -101.797, 14
"",24.8182, 30.9558, -109.536, 14
